client_id,statut,age,region,canal_principal,nb_produits,prime_totale_annuelle,ltv_estimee,satisfaction_moy,nb_interactions_total,segment,segment_nom,score_churn,nba_produit,nba_proba
CLI00618,client_inactif,62,ARA,email,2,3062.05,9186.0,6.75,4,0,Clients basiques seniors,0.0155,epargne,0.7735
CLI00619,client_actif,70,OCC,app_mobile,1,465.27,0.0,5.83,6,0,Clients basiques seniors,0.0075,habitation,0.4482
CLI00620,client_inactif,18,ARA,agence,2,2301.52,108171.0,9.0,1,2,Clients premium matures,0.1063,sante,0.2061
CLI00621,client_actif,33,ARA,app_mobile,4,3520.45,112654.0,5.0,8,1,Clients premium jeunes,0.0198,auto,0.8846
CLI00622,client_inactif,78,PACA,app_mobile,2,2507.8,0.0,6.5,4,0,Clients basiques seniors,0.0129,sante,0.248
CLI00623,prospect,56,NAQ,telephone,3,3198.06,28783.0,6.8,5,2,Clients premium matures,0.0105,sante,0.8166
CLI00624,client_inactif,22,ARA,telephone,2,3190.3,137183.0,7.5,2,1,Clients premium jeunes,0.1377,auto,0.273
CLI00625,client_actif,39,IDF,web,1,673.34,17507.0,6.0,24,3,Clients basiques matures,0.0088,habitation,0.4175
CLI00626,client_actif,46,BFC,web,2,2468.99,46911.0,5.75,24,3,Clients basiques matures,0.0094,sante,0.5287
CLI00627,client_actif,72,NAQ,app_mobile,2,2534.17,0.0,5.78,23,2,Clients premium matures,0.0102,sante,0.1973
CLI00628,résilié,20,PACA,telephone,2,2125.97,95669.0,7.33,3,2,Clients premium matures,0.6731,prevoyance,0.1127
CLI00629,prospect,29,NAQ,web,1,1149.61,41386.0,5.43,7,3,Clients basiques matures,0.0092,auto,0.3553
CLI00630,client_actif,43,NAQ,agence,2,1630.41,35869.0,6.5,6,0,Clients basiques seniors,0.0103,habitation,0.6934
CLI00631,client_inactif,33,ARA,agence,1,315.28,10089.0,8.0,1,0,Clients basiques seniors,0.8667,prevoyance,0.1439
CLI00632,client_actif,68,IDF,agence,1,251.32,0.0,6.79,19,0,Clients basiques seniors,0.0,prevoyance,0.4555
CLI00633,client_actif,54,ARA,app_mobile,2,1682.0,18502.0,5.35,17,0,Clients basiques seniors,0.0178,sante,0.4418
CLI00634,client_actif,39,IDF,app_mobile,1,273.19,7103.0,5.75,12,0,Clients basiques seniors,0.0038,prevoyance,0.5573
CLI00635,client_actif,74,IDF,email,4,4360.07,0.0,6.22,23,2,Clients premium matures,0.0015,prevoyance,0.9527
CLI00636,résilié,46,OCC,agence,2,2487.76,47267.0,4.5,2,0,Clients basiques seniors,0.9086,epargne,0.319
CLI00637,client_inactif,31,ARA,agence,3,3512.43,119423.0,7.33,3,2,Clients premium matures,0.0889,epargne,0.9764
CLI00638,client_actif,45,PACA,web,2,2126.66,42533.0,5.29,7,3,Clients basiques matures,0.0055,epargne,0.7974
CLI00639,résilié,22,BFC,agence,3,2387.73,102672.0,7.0,2,1,Clients premium jeunes,0.8664,sante,0.184
CLI00640,client_actif,64,NAQ,web,1,1419.38,1419.0,6.53,17,3,Clients basiques matures,0.0077,epargne,0.2637
CLI00641,prospect,66,OCC,web,4,3157.61,0.0,5.5,2,2,Clients premium matures,0.1054,habitation,0.7073
CLI00642,client_actif,47,PACA,agence,2,3520.51,63369.0,6.77,22,0,Clients basiques seniors,0.0164,epargne,0.9494
CLI00643,client_actif,63,BFC,app_mobile,3,1973.88,3948.0,6.7,10,0,Clients basiques seniors,0.0088,sante,0.3943
CLI00644,client_actif,79,BFC,agence,2,3512.23,0.0,7.05,21,0,Clients basiques seniors,0.0067,auto,0.3243
CLI00645,résilié,69,ARA,web,1,1105.09,0.0,5.0,2,3,Clients basiques matures,0.8654,sante,0.1277
CLI00646,client_inactif,22,NAQ,app_mobile,3,3699.43,159075.0,4.5,2,2,Clients premium matures,0.0722,epargne,0.9532
CLI00647,client_actif,29,ARA,app_mobile,1,710.17,25566.0,5.91,22,0,Clients basiques seniors,0.0092,prevoyance,0.4457
CLI00648,client_actif,33,BFC,app_mobile,2,957.28,30633.0,6.0,14,0,Clients basiques seniors,0.0103,prevoyance,0.8337
CLI00649,client_inactif,43,ARA,web,1,232.84,5122.0,6.5,2,3,Clients basiques matures,0.0783,prevoyance,0.4506
CLI00650,résilié,43,OCC,agence,2,1174.38,25836.0,8.0,3,0,Clients basiques seniors,0.9031,prevoyance,0.125
CLI00651,client_inactif,65,PACA,telephone,5,4680.82,0.0,8.0,1,2,Clients premium matures,0.0805,sante,0.6007
CLI00652,client_actif,38,BFC,web,2,750.63,20267.0,6.15,13,3,Clients basiques matures,0.0088,auto,0.7939
CLI00653,client_inactif,56,OCC,web,3,3523.03,31707.0,5.67,3,3,Clients basiques matures,0.0935,epargne,0.6005
CLI00654,client_actif,53,NAQ,agence,2,2047.85,24574.0,6.83,12,0,Clients basiques seniors,0.0175,epargne,0.6109
CLI00655,client_actif,50,OCC,agence,2,2572.42,38586.0,7.12,16,0,Clients basiques seniors,0.0228,sante,0.6778
CLI00656,prospect,79,NAQ,agence,4,3683.57,0.0,8.0,4,2,Clients premium matures,0.0124,auto,0.4234
CLI00657,prospect,47,IDF,agence,4,3764.61,67763.0,6.0,1,2,Clients premium matures,0.0944,auto,0.946
CLI00658,client_actif,54,IDF,app_mobile,3,2563.31,28196.0,6.75,8,0,Clients basiques seniors,0.029,sante,0.6636
CLI00659,client_actif,40,IDF,app_mobile,1,476.04,11901.0,5.88,8,0,Clients basiques seniors,0.0108,auto,0.4511
CLI00660,prospect,75,NAQ,web,2,1501.77,0.0,6.0,7,3,Clients basiques matures,0.0088,habitation,0.7358
CLI00661,client_inactif,27,BFC,web,1,485.35,18443.0,5.33,3,3,Clients basiques matures,0.1126,habitation,0.4913
CLI00662,prospect,71,BFC,agence,2,2968.63,0.0,5.0,3,0,Clients basiques seniors,0.0684,sante,0.5564
CLI00663,client_actif,22,NAQ,web,2,3111.17,133780.0,5.65,17,1,Clients premium jeunes,0.0129,auto,0.4204
CLI00664,client_actif,53,IDF,telephone,3,3979.51,47754.0,6.5,18,1,Clients premium jeunes,0.009,epargne,0.8253
CLI00665,résilié,51,IDF,telephone,4,4422.68,61918.0,7.33,3,1,Clients premium jeunes,0.8861,sante,0.2093
CLI00666,client_actif,69,PACA,telephone,2,2276.37,0.0,7.27,22,3,Clients basiques matures,0.0111,sante,0.5918
CLI00667,prospect,48,PACA,telephone,1,1227.87,20874.0,6.0,1,3,Clients basiques matures,0.0971,auto,0.3122
CLI00668,client_actif,27,ARA,app_mobile,4,4137.65,157231.0,5.62,24,1,Clients premium jeunes,0.0033,habitation,0.9487
CLI00669,client_inactif,75,OCC,telephone,1,1147.97,0.0,6.0,3,3,Clients basiques matures,0.0818,auto,0.2893
CLI00670,résilié,36,PACA,web,2,2270.44,65843.0,7.0,1,2,Clients premium matures,0.838,epargne,0.1905
CLI00671,client_actif,75,PACA,web,1,239.31,0.0,5.14,14,3,Clients basiques matures,0.1048,auto,0.1722
CLI00672,client_actif,49,PACA,agence,2,619.61,9914.0,6.36,22,0,Clients basiques seniors,0.0068,auto,0.8022
CLI00673,résilié,18,PACA,web,5,4601.09,216251.0,6.67,3,2,Clients premium matures,0.6787,sante,0.1199
CLI00674,client_actif,73,NAQ,email,1,530.96,0.0,6.24,17,0,Clients basiques seniors,0.0085,habitation,0.3288
CLI00675,client_actif,22,ARA,agence,2,2769.24,119077.0,6.45,22,1,Clients premium jeunes,0.009,sante,0.4851
CLI00676,client_actif,62,PACA,agence,1,1338.61,4016.0,7.0,5,0,Clients basiques seniors,0.0731,sante,0.0895
CLI00677,prospect,21,BFC,web,4,4512.73,198560.0,6.0,2,1,Clients premium jeunes,0.0455,sante,0.8929
CLI00678,client_actif,33,OCC,agence,4,2358.6,75475.0,6.9,20,2,Clients premium matures,0.0,epargne,0.34
CLI00679,client_actif,41,PACA,web,1,470.22,11285.0,6.64,11,3,Clients basiques matures,0.0068,auto,0.3958
CLI00680,client_actif,33,NAQ,telephone,1,1214.8,38874.0,6.75,20,3,Clients basiques matures,0.0103,auto,0.2748
CLI00681,résilié,72,BFC,web,2,990.12,0.0,7.67,3,3,Clients basiques matures,0.8496,auto,0.1017
CLI00682,client_actif,19,IDF,agence,1,1085.88,49950.0,7.27,11,0,Clients basiques seniors,0.1133,sante,0.1615
CLI00683,client_inactif,66,IDF,web,3,3462.55,0.0,7.0,2,2,Clients premium matures,0.0707,epargne,0.638
CLI00684,prospect,45,ARA,web,1,1676.12,33522.0,8.0,2,3,Clients basiques matures,0.0703,sante,0.2631
CLI00685,client_actif,49,IDF,app_mobile,1,261.4,4182.0,6.73,22,0,Clients basiques seniors,0.0033,prevoyance,0.4814
CLI00686,prospect,44,PACA,web,3,1316.88,27654.0,8.0,5,3,Clients basiques matures,0.0095,prevoyance,0.8044
CLI00687,résilié,37,NAQ,agence,1,255.64,7158.0,9.0,1,0,Clients basiques seniors,0.8879,prevoyance,0.1582
CLI00688,client_inactif,41,ARA,web,4,4013.0,96312.0,4.0,1,2,Clients premium matures,0.1003,sante,0.5685
CLI00689,client_actif,29,BFC,web,1,361.01,12996.0,6.4,15,3,Clients basiques matures,0.1227,auto,0.1689
CLI00690,client_inactif,67,PACA,app_mobile,1,2082.85,0.0,4.5,2,0,Clients basiques seniors,0.0488,prevoyance,0.2597
CLI00691,client_actif,52,IDF,web,5,4949.65,64345.0,6.0,7,1,Clients premium jeunes,0.0138,Portefeuille complet,0.0
CLI00692,résilié,77,OCC,app_mobile,2,3011.95,0.0,5.0,2,0,Clients basiques seniors,0.8475,epargne,0.6152
CLI00693,client_inactif,50,PACA,telephone,3,3032.23,45483.0,5.75,4,3,Clients basiques matures,0.0228,sante,0.4073
CLI00694,résilié,50,OCC,web,1,292.24,4384.0,6.67,3,3,Clients basiques matures,0.8801,auto,0.1434
CLI00695,client_actif,78,BFC,web,2,2626.22,0.0,6.5,16,3,Clients basiques matures,0.0076,sante,0.6352
CLI00696,prospect,68,OCC,web,3,3433.92,0.0,4.75,4,2,Clients premium matures,0.024,epargne,0.8988
CLI00697,client_actif,60,BFC,app_mobile,1,1414.71,7074.0,5.5,14,0,Clients basiques seniors,0.0168,epargne,0.433
CLI00698,prospect,54,ARA,app_mobile,3,2119.57,23315.0,7.25,4,0,Clients basiques seniors,0.0125,auto,0.2972
CLI00699,client_actif,29,NAQ,app_mobile,2,2593.25,93357.0,6.18,17,1,Clients premium jeunes,0.011,sante,0.7148
CLI00700,client_actif,20,IDF,agence,2,2357.27,106077.0,6.47,15,1,Clients premium jeunes,0.009,prevoyance,0.6157
CLI00701,client_actif,18,IDF,web,2,1628.97,76562.0,5.93,14,3,Clients basiques matures,0.0108,auto,0.6952
CLI00702,prospect,50,PACA,app_mobile,2,1470.33,22055.0,6.8,5,0,Clients basiques seniors,0.0088,auto,0.3448
CLI00703,client_actif,57,IDF,app_mobile,1,423.02,3384.0,6.29,24,0,Clients basiques seniors,0.0057,habitation,0.4132
CLI00704,client_actif,27,ARA,agence,2,2743.65,104259.0,6.96,24,1,Clients premium jeunes,0.0167,sante,0.5446
CLI00705,résilié,60,IDF,email,1,241.83,1209.0,6.0,3,0,Clients basiques seniors,0.8524,auto,0.1685
CLI00706,client_actif,61,PACA,app_mobile,2,2606.3,10425.0,6.9,10,0,Clients basiques seniors,0.0151,sante,0.6387
CLI00707,client_actif,46,IDF,email,3,3241.35,61586.0,5.38,21,1,Clients premium jeunes,0.013,sante,0.8994
CLI00708,client_inactif,30,NAQ,web,2,2118.65,74153.0,7.5,2,3,Clients basiques matures,0.8612,sante,0.099
CLI00709,client_actif,29,BFC,web,4,3676.39,132350.0,6.32,22,1,Clients premium jeunes,0.0068,habitation,0.9605
CLI00710,client_actif,48,OCC,web,1,381.88,6492.0,6.0,15,3,Clients basiques matures,0.1268,auto,0.1728
CLI00711,client_actif,63,OCC,app_mobile,2,701.55,1403.0,6.14,7,2,Clients premium matures,0.0,auto,0.762
CLI00712,client_actif,19,BFC,web,3,1404.03,64585.0,6.61,18,1,Clients premium jeunes,0.0068,sante,0.8577
CLI00713,résilié,78,NAQ,web,2,738.47,0.0,6.0,1,3,Clients basiques matures,0.8514,habitation,0.1572
CLI00714,prospect,68,NAQ,app_mobile,2,2358.38,0.0,3.0,1,0,Clients basiques seniors,0.0857,sante,0.5385
CLI00715,client_actif,67,ARA,web,1,395.76,0.0,6.64,22,3,Clients basiques matures,0.0057,habitation,0.4441
CLI00716,prospect,52,PACA,web,2,2167.4,28176.0,5.43,7,3,Clients basiques matures,0.0237,sante,0.3663
CLI00717,client_actif,40,NAQ,web,1,610.42,15260.0,4.91,11,3,Clients basiques matures,0.0245,habitation,0.522
CLI00718,client_inactif,34,PACA,telephone,5,4421.96,137081.0,7.0,2,1,Clients premium jeunes,0.0538,auto,0.4829
CLI00719,client_actif,43,ARA,web,1,1072.91,23604.0,6.2,5,3,Clients basiques matures,0.011,auto,0.3083
CLI00720,prospect,25,NAQ,agence,4,4211.57,168463.0,5.6,5,1,Clients premium jeunes,0.0108,prevoyance,0.9228
CLI00721,client_actif,46,IDF,agence,3,2779.31,52807.0,6.67,6,1,Clients premium jeunes,0.0156,sante,0.6688
CLI00722,prospect,43,ARA,app_mobile,1,465.76,10247.0,6.0,5,0,Clients basiques seniors,0.0091,habitation,0.4988
CLI00723,prospect,27,OCC,web,2,970.9,36894.0,7.5,2,3,Clients basiques matures,0.0764,habitation,0.8037
CLI00724,client_inactif,43,NAQ,app_mobile,3,2080.65,45774.0,6.25,4,2,Clients premium matures,0.1723,sante,0.1621
CLI00725,client_inactif,79,ARA,app_mobile,4,4600.82,0.0,6.75,4,1,Clients premium jeunes,0.0105,auto,0.7166
CLI00726,résilié,51,ARA,app_mobile,1,1920.59,26888.0,6.0,1,0,Clients basiques seniors,0.8792,epargne,0.2299
CLI00727,client_inactif,68,NAQ,web,1,581.46,0.0,8.25,4,3,Clients basiques matures,0.0197,habitation,0.2507
CLI00728,client_actif,58,OCC,web,1,1773.04,12411.0,5.87,15,3,Clients basiques matures,0.0143,sante,0.3228
CLI00729,prospect,24,BFC,telephone,1,754.98,30954.0,7.25,4,3,Clients basiques matures,0.0103,prevoyance,0.338
CLI00730,client_inactif,21,OCC,app_mobile,2,2693.29,118505.0,5.0,1,1,Clients premium jeunes,0.7482,epargne,0.3381
CLI00731,client_inactif,75,ARA,agence,4,4070.28,0.0,6.0,3,1,Clients premium jeunes,0.0727,epargne,0.9371
CLI00732,client_inactif,70,PACA,app_mobile,2,2655.19,0.0,4.5,4,0,Clients basiques seniors,0.0256,epargne,0.8244
CLI00733,client_actif,67,BFC,telephone,3,1873.23,0.0,6.15,13,3,Clients basiques matures,0.0095,auto,0.7463
CLI00734,client_actif,62,BFC,app_mobile,2,2153.41,6460.0,5.42,19,0,Clients basiques seniors,0.0094,sante,0.6934
CLI00735,client_inactif,28,ARA,app_mobile,2,683.27,25281.0,7.0,4,0,Clients basiques seniors,0.1086,prevoyance,0.244
CLI00736,client_inactif,46,NAQ,telephone,1,514.01,9766.0,7.0,3,3,Clients basiques matures,0.8321,auto,0.1212
CLI00737,résilié,73,NAQ,agence,3,2005.08,0.0,8.33,3,0,Clients basiques seniors,0.8496,auto,0.0833
CLI00738,client_actif,53,NAQ,web,4,4402.58,52831.0,4.57,14,1,Clients premium jeunes,0.0267,auto,0.953
CLI00739,client_actif,42,OCC,web,3,2335.95,53727.0,5.88,17,1,Clients premium jeunes,0.0114,habitation,0.694
CLI00740,client_actif,38,IDF,agence,1,2290.52,61844.0,6.75,16,0,Clients basiques seniors,0.1377,epargne,0.3904
CLI00741,client_inactif,78,NAQ,telephone,1,295.71,0.0,8.0,1,3,Clients basiques matures,0.0784,prevoyance,0.2992
CLI00742,client_actif,74,NAQ,app_mobile,1,1871.62,0.0,6.13,15,0,Clients basiques seniors,0.0063,sante,0.1843
CLI00743,prospect,53,BFC,app_mobile,2,1298.01,15576.0,6.0,4,0,Clients basiques seniors,0.0124,auto,0.7485
CLI00744,résilié,27,PACA,agence,3,2269.11,86226.0,8.0,2,1,Clients premium jeunes,0.8578,sante,0.1073
CLI00745,prospect,54,NAQ,app_mobile,1,629.98,6930.0,7.0,5,0,Clients basiques seniors,0.1108,auto,0.1168
CLI00746,client_inactif,26,ARA,agence,3,2196.39,85659.0,8.0,2,1,Clients premium jeunes,0.1069,prevoyance,0.6217
CLI00747,client_actif,41,ARA,web,2,2382.2,57173.0,6.57,14,3,Clients basiques matures,0.0125,sante,0.6342
CLI00748,client_inactif,52,ARA,email,3,1856.75,24138.0,7.0,1,0,Clients basiques seniors,0.1177,sante,0.3825
CLI00749,client_actif,66,NAQ,agence,5,4760.22,0.0,7.14,21,2,Clients premium matures,0.0074,Portefeuille complet,0.0
CLI00750,résilié,52,PACA,agence,1,385.16,5007.0,8.5,2,0,Clients basiques seniors,0.7379,prevoyance,0.1076
CLI00751,résilié,65,ARA,web,4,4150.27,0.0,8.0,1,3,Clients basiques matures,0.891,sante,0.194
CLI00752,prospect,53,PACA,web,1,326.84,3922.0,7.0,3,3,Clients basiques matures,0.0834,prevoyance,0.3951
CLI00753,prospect,35,NAQ,app_mobile,2,2581.55,77446.0,6.67,3,2,Clients premium matures,0.1395,prevoyance,0.6178
CLI00754,client_actif,66,BFC,agence,4,4507.55,0.0,7.17,24,2,Clients premium matures,0.0074,sante,0.5479
CLI00755,client_actif,56,NAQ,agence,4,4070.16,36631.0,7.39,18,1,Clients premium jeunes,0.0202,epargne,0.9519
CLI00756,client_inactif,49,ARA,app_mobile,2,3214.44,51431.0,6.75,4,0,Clients basiques seniors,0.014,sante,0.4787
CLI00757,client_actif,41,NAQ,agence,2,3748.38,89961.0,6.41,17,1,Clients premium jeunes,0.0068,prevoyance,0.2556
CLI00758,client_actif,40,NAQ,telephone,3,2336.01,58400.0,7.14,14,1,Clients premium jeunes,0.0145,prevoyance,0.8814
CLI00759,client_actif,79,PACA,web,3,2920.92,0.0,5.59,22,2,Clients premium matures,0.0186,prevoyance,0.8857
CLI00760,client_inactif,49,NAQ,app_mobile,1,1133.12,18130.0,7.25,4,0,Clients basiques seniors,0.0912,sante,0.0828
CLI00761,résilié,54,OCC,agence,3,2028.33,22312.0,8.0,2,0,Clients basiques seniors,0.8691,sante,0.1239
CLI00762,client_actif,29,ARA,app_mobile,2,2632.05,94754.0,6.33,9,1,Clients premium jeunes,0.011,sante,0.7619
CLI00763,client_actif,66,IDF,agence,2,1449.15,0.0,7.0,9,0,Clients basiques seniors,0.0063,sante,0.3522
CLI00764,prospect,72,BFC,app_mobile,2,1178.2,0.0,6.0,5,0,Clients basiques seniors,0.0083,habitation,0.841
CLI00765,client_actif,30,ARA,email,2,745.27,26084.0,5.44,16,0,Clients basiques seniors,0.0143,auto,0.8208
CLI00766,client_actif,40,IDF,web,4,3663.3,91582.0,5.29,7,2,Clients premium matures,0.0056,epargne,0.766
CLI00767,prospect,42,NAQ,app_mobile,2,998.14,22957.0,7.33,6,0,Clients basiques seniors,0.0088,prevoyance,0.7744
CLI00768,client_actif,52,NAQ,web,5,4184.88,54403.0,5.12,8,1,Clients premium jeunes,0.01,sante,0.9251
CLI00769,client_actif,58,IDF,web,1,251.47,1760.0,6.61,18,3,Clients basiques matures,0.0028,prevoyance,0.4233
CLI00770,client_actif,47,OCC,app_mobile,3,2627.1,47288.0,5.86,7,1,Clients premium jeunes,0.0186,prevoyance,0.6523
CLI00771,client_actif,34,NAQ,web,3,4076.22,126363.0,6.5,18,1,Clients premium jeunes,0.0175,prevoyance,0.4688
CLI00772,prospect,66,ARA,email,3,3248.6,0.0,8.25,4,2,Clients premium matures,0.0149,sante,0.3292
CLI00773,client_inactif,79,BFC,telephone,2,807.48,0.0,6.5,2,3,Clients basiques matures,0.7532,auto,0.1504
CLI00774,client_inactif,37,BFC,web,2,868.37,24314.0,6.5,2,3,Clients basiques matures,0.1028,prevoyance,0.4684
CLI00775,client_actif,65,ARA,agence,4,2763.58,0.0,6.68,19,1,Clients premium jeunes,0.0133,epargne,0.8726
CLI00776,prospect,42,IDF,app_mobile,3,1317.13,30294.0,7.0,5,1,Clients premium jeunes,0.0068,sante,0.7523
CLI00777,client_inactif,39,ARA,telephone,1,480.35,12489.0,5.0,1,3,Clients basiques matures,0.8141,auto,0.1992
CLI00778,résilié,30,NAQ,agence,3,3052.18,106826.0,6.33,3,1,Clients premium jeunes,0.8793,epargne,0.1222
CLI00779,client_actif,76,PACA,web,2,3566.58,0.0,6.22,18,3,Clients basiques matures,0.0134,sante,0.4177
CLI00780,client_actif,36,BFC,agence,1,1417.22,41099.0,7.62,16,0,Clients basiques seniors,0.0103,auto,0.2171
CLI00781,client_actif,66,IDF,agence,4,4247.62,0.0,7.38,16,2,Clients premium matures,0.0143,sante,0.8947
CLI00782,client_actif,53,OCC,app_mobile,2,808.0,9696.0,5.93,15,0,Clients basiques seniors,0.0092,habitation,0.6396
CLI00783,client_actif,29,ARA,telephone,3,2953.58,106329.0,7.43,7,1,Clients premium jeunes,0.0175,sante,0.8737
CLI00784,client_actif,78,NAQ,telephone,1,1380.53,0.0,7.44,9,3,Clients basiques matures,0.0082,auto,0.2037
CLI00785,client_actif,58,ARA,app_mobile,1,1159.09,8114.0,6.45,20,0,Clients basiques seniors,0.0927,sante,0.1322
CLI00786,client_actif,36,OCC,agence,2,1722.98,49966.0,7.44,9,0,Clients basiques seniors,0.0088,prevoyance,0.2767
CLI00787,client_actif,29,NAQ,email,1,1156.49,41634.0,5.9,20,0,Clients basiques seniors,0.13,sante,0.1533
CLI00788,client_actif,26,OCC,web,3,3205.82,125027.0,6.35,20,1,Clients premium jeunes,0.0206,sante,0.8999
CLI00789,client_actif,24,NAQ,web,1,714.85,29309.0,6.2,10,3,Clients basiques matures,0.1276,auto,0.1386
CLI00790,prospect,45,PACA,web,2,1206.96,24139.0,5.25,4,3,Clients basiques matures,0.0055,habitation,0.4587
CLI00791,prospect,31,BFC,telephone,1,690.48,23476.0,5.33,3,3,Clients basiques matures,0.0999,prevoyance,0.3921
CLI00792,client_inactif,48,NAQ,agence,1,568.38,9662.0,7.0,4,0,Clients basiques seniors,0.0091,prevoyance,0.3749
CLI00793,prospect,69,NAQ,web,3,3374.2,0.0,6.67,3,3,Clients basiques matures,0.064,sante,0.8936
CLI00794,client_inactif,36,IDF,email,1,422.54,12254.0,2.33,3,3,Clients basiques matures,0.7467,auto,0.3101
CLI00795,résilié,75,BFC,agence,2,1475.95,0.0,7.0,1,0,Clients basiques seniors,0.8637,sante,0.0972
CLI00796,client_actif,64,PACA,telephone,4,4294.47,4294.0,7.05,21,1,Clients premium jeunes,0.0067,prevoyance,0.6744
CLI00797,client_actif,33,ARA,web,3,3486.53,111569.0,6.74,23,1,Clients premium jeunes,0.0134,auto,0.4377
CLI00798,client_actif,70,PACA,app_mobile,3,1893.64,0.0,5.8,20,0,Clients basiques seniors,0.0138,auto,0.9188
CLI00799,client_inactif,22,PACA,agence,1,530.37,22806.0,4.5,2,0,Clients basiques seniors,0.1241,habitation,0.568
CLI00800,résilié,52,ARA,app_mobile,1,676.95,8800.0,4.0,1,0,Clients basiques seniors,0.9057,auto,0.202
CLI00801,client_inactif,29,NAQ,agence,4,3733.28,134398.0,5.33,3,2,Clients premium matures,0.1152,sante,0.3928
CLI00802,prospect,42,PACA,telephone,3,3150.52,72462.0,6.67,6,2,Clients premium matures,0.0098,habitation,0.8175
CLI00803,client_actif,69,BFC,app_mobile,2,847.17,0.0,6.17,6,2,Clients premium matures,0.0,auto,0.7535
CLI00804,client_actif,76,PACA,telephone,3,2194.06,0.0,6.52,21,3,Clients basiques matures,0.0218,auto,0.3428
CLI00805,client_actif,38,IDF,web,2,1575.38,42535.0,6.0,13,3,Clients basiques matures,0.0162,auto,0.3676
CLI00806,prospect,53,BFC,web,1,519.15,6230.0,6.67,3,3,Clients basiques matures,0.0847,habitation,0.3847
CLI00807,client_actif,70,IDF,web,3,3763.29,0.0,6.25,20,2,Clients premium matures,0.0097,auto,0.7601
CLI00808,client_inactif,40,BFC,app_mobile,3,1916.72,47918.0,7.0,2,1,Clients premium jeunes,0.1276,prevoyance,0.728
CLI00809,client_actif,33,OCC,app_mobile,2,703.26,22504.0,6.36,14,0,Clients basiques seniors,0.0088,prevoyance,0.6316
CLI00810,client_actif,74,ARA,telephone,4,3827.45,0.0,6.42,19,2,Clients premium matures,0.0259,sante,0.7633
CLI00811,client_actif,56,BFC,agence,1,740.71,6666.0,6.6,10,0,Clients basiques seniors,0.013,habitation,0.3692
CLI00812,client_inactif,62,BFC,app_mobile,1,1846.9,5541.0,7.25,4,0,Clients basiques seniors,0.0103,sante,0.3097
CLI00813,client_inactif,70,NAQ,agence,4,2516.75,0.0,7.67,3,0,Clients basiques seniors,0.0875,habitation,0.7642
CLI00814,client_actif,59,NAQ,web,3,3783.28,22700.0,6.58,12,1,Clients premium jeunes,0.02,prevoyance,0.5789
CLI00815,prospect,75,OCC,web,2,2148.9,0.0,6.5,4,3,Clients basiques matures,0.0109,epargne,0.5433
CLI00816,client_actif,56,NAQ,agence,1,1301.51,11714.0,6.65,17,0,Clients basiques seniors,0.0103,auto,0.2678
CLI00817,résilié,31,NAQ,agence,1,1760.59,59860.0,7.67,3,2,Clients premium matures,0.8306,epargne,0.3325
CLI00818,client_actif,48,IDF,agence,3,1390.43,23637.0,6.82,11,0,Clients basiques seniors,0.0114,habitation,0.6134
CLI00819,client_actif,75,NAQ,app_mobile,2,777.27,0.0,4.33,6,0,Clients basiques seniors,0.0336,prevoyance,0.5756
CLI00820,client_actif,49,NAQ,agence,3,4152.89,66446.0,6.71,7,2,Clients premium matures,0.0035,auto,0.5752
CLI00821,client_actif,52,OCC,agence,4,2671.02,34723.0,6.73,11,1,Clients premium jeunes,0.0332,epargne,0.8665
CLI00822,client_inactif,40,OCC,email,3,2596.14,64904.0,7.0,1,1,Clients premium jeunes,0.065,sante,0.646
CLI00823,client_actif,46,PACA,web,2,2225.15,42278.0,5.94,18,2,Clients premium matures,0.0186,habitation,0.5874
CLI00824,prospect,60,NAQ,app_mobile,3,1286.51,6433.0,5.67,6,0,Clients basiques seniors,0.0108,habitation,0.9135
CLI00825,prospect,28,NAQ,agence,2,2532.78,93713.0,6.0,5,2,Clients premium matures,0.009,prevoyance,0.2505
CLI00826,client_actif,35,BFC,email,1,770.74,23122.0,6.18,11,0,Clients basiques seniors,0.1305,sante,0.1431
CLI00827,résilié,64,NAQ,web,1,675.9,676.0,8.0,1,3,Clients basiques matures,0.8274,auto,0.0784
CLI00828,client_actif,29,NAQ,app_mobile,2,1391.03,50077.0,5.58,19,0,Clients basiques seniors,0.0128,auto,0.4443
CLI00829,client_inactif,26,BFC,web,4,4432.87,172882.0,5.5,2,2,Clients premium matures,0.106,epargne,0.9797
CLI00830,client_inactif,27,NAQ,app_mobile,1,443.2,16842.0,6.75,4,0,Clients basiques seniors,0.0068,habitation,0.4799
CLI00831,client_actif,75,IDF,web,1,1944.01,0.0,6.67,6,3,Clients basiques matures,0.0055,sante,0.3164
CLI00832,prospect,61,PACA,web,5,4670.2,18681.0,5.5,4,1,Clients premium jeunes,0.0126,habitation,0.945
CLI00833,prospect,34,BFC,app_mobile,1,637.4,19759.0,5.43,7,0,Clients basiques seniors,0.1202,auto,0.1595
CLI00834,client_inactif,78,ARA,web,3,2817.13,0.0,5.0,4,3,Clients basiques matures,0.1608,sante,0.1934
CLI00835,client_actif,55,NAQ,web,1,261.99,2620.0,7.17,12,3,Clients basiques matures,0.0028,auto,0.3851
CLI00836,client_actif,24,BFC,web,1,1108.3,45440.0,6.2,10,3,Clients basiques matures,0.0195,auto,0.3141
CLI00837,client_actif,63,OCC,web,4,4776.41,9553.0,7.0,10,1,Clients premium jeunes,0.007,sante,0.885
