contrat_id,client_id,produit,date_souscription,prime_annuelle,statut_contrat,nb_sinistres
CTR002994,CLI01342,sante,2024-09-19,1011.22,suspendu,0
CTR002995,CLI01342,prevoyance,2019-06-09,385.7,résilié,2
CTR002996,CLI01342,epargne,2024-07-18,1913.42,résilié,1
CTR002997,CLI01342,habitation,2020-03-29,320.58,actif,0
CTR002998,CLI01342,auto,2020-07-04,628.53,actif,1
CTR002999,CLI01343,prevoyance,2020-04-24,398.78,actif,0
CTR003000,CLI01344,habitation,2021-03-25,325.68,actif,0
CTR003001,CLI01344,epargne,2020-08-02,1955.18,actif,0
CTR003002,CLI01344,auto,2015-11-02,665.73,actif,1
CTR003003,CLI01344,sante,2020-03-08,1181.8,actif,0
CTR003004,CLI01345,habitation,2012-01-12,311.13,actif,0
CTR003005,CLI01346,prevoyance,2019-06-01,448.91,actif,0
CTR003006,CLI01346,sante,2006-12-09,1223.57,actif,0
CTR003007,CLI01346,auto,2006-10-10,551.33,suspendu,0
CTR003008,CLI01346,epargne,2010-06-17,1771.09,en_renouvellement,0
CTR003009,CLI01346,habitation,2017-03-12,329.35,actif,0
CTR003010,CLI01347,auto,2018-04-25,714.68,actif,1
CTR003011,CLI01347,sante,2020-01-23,1437.33,actif,2
CTR003012,CLI01347,epargne,2021-06-14,1879.78,actif,2
CTR003013,CLI01348,auto,2008-04-01,540.26,résilié,0
CTR003014,CLI01348,prevoyance,2010-04-12,536.83,résilié,1
CTR003015,CLI01349,sante,2017-07-28,998.46,actif,0
CTR003016,CLI01349,epargne,2004-07-21,1828.18,actif,0
CTR003017,CLI01350,habitation,2008-02-16,227.14,actif,1
CTR003018,CLI01351,sante,2021-08-07,1116.05,actif,0
CTR003019,CLI01352,habitation,2020-06-25,231.35,en_renouvellement,0
CTR003020,CLI01353,habitation,2017-06-30,332.69,en_renouvellement,1
CTR003021,CLI01354,habitation,2023-06-02,236.31,suspendu,2
CTR003022,CLI01355,prevoyance,2006-11-27,501.49,résilié,0
CTR003023,CLI01355,epargne,2008-09-11,2231.45,suspendu,4
CTR003024,CLI01355,sante,2004-09-17,1225.12,actif,1
CTR003025,CLI01356,prevoyance,2021-03-30,410.23,en_renouvellement,0
CTR003026,CLI01356,sante,2022-05-08,1104.18,actif,2
CTR003027,CLI01357,sante,2017-05-01,1019.05,actif,0
CTR003028,CLI01358,prevoyance,2021-01-24,437.13,actif,1
CTR003029,CLI01358,sante,2022-07-16,1005.42,actif,1
CTR003030,CLI01358,habitation,2024-08-18,262.19,actif,0
CTR003031,CLI01358,auto,2021-10-16,577.24,actif,2
CTR003032,CLI01359,sante,2020-02-04,1416.82,résilié,0
CTR003033,CLI01359,habitation,2008-12-27,277.06,résilié,0
CTR003034,CLI01360,prevoyance,2021-06-03,399.18,actif,0
CTR003035,CLI01360,epargne,2021-08-17,2063.31,actif,0
CTR003036,CLI01360,auto,2024-05-17,722.01,actif,0
CTR003037,CLI01360,habitation,2019-04-27,318.12,actif,0
CTR003038,CLI01360,sante,2023-07-20,1402.08,actif,0
CTR003039,CLI01361,prevoyance,2016-10-26,513.59,suspendu,0
CTR003040,CLI01361,epargne,2015-01-22,1774.13,actif,0
CTR003041,CLI01361,sante,2020-05-18,1115.24,suspendu,1
CTR003042,CLI01362,sante,2023-12-12,1083.12,actif,1
CTR003043,CLI01363,habitation,2024-12-30,274.6,résilié,1
CTR003044,CLI01363,auto,2024-12-30,534.78,résilié,2
CTR003045,CLI01364,sante,2023-05-03,1153.42,résilié,0
CTR003046,CLI01364,prevoyance,2020-09-04,466.71,actif,0
CTR003047,CLI01365,auto,2022-11-24,603.68,actif,2
CTR003048,CLI01366,habitation,2024-12-31,266.94,suspendu,2
CTR003049,CLI01367,sante,2024-06-18,1328.38,actif,0
CTR003050,CLI01368,prevoyance,2020-02-16,444.95,en_renouvellement,0
CTR003051,CLI01369,epargne,2015-03-30,2123.58,suspendu,0
CTR003052,CLI01369,sante,2019-11-17,1198.28,actif,0
CTR003053,CLI01370,habitation,2021-07-26,288.59,actif,0
CTR003054,CLI01370,epargne,2009-09-28,1660.48,en_renouvellement,4
CTR003055,CLI01371,auto,2010-01-06,772.87,résilié,1
CTR003056,CLI01372,auto,2021-11-19,762.49,suspendu,3
CTR003057,CLI01372,habitation,2012-03-13,271.71,en_renouvellement,3
CTR003058,CLI01372,prevoyance,2024-02-09,527.86,suspendu,1
CTR003059,CLI01373,prevoyance,2015-09-24,387.23,suspendu,1
CTR003060,CLI01373,auto,2021-03-10,622.36,en_renouvellement,0
CTR003061,CLI01374,prevoyance,2009-04-06,516.18,actif,2
CTR003062,CLI01375,sante,2015-07-10,1439.69,actif,2
CTR003063,CLI01376,epargne,2021-10-31,2381.08,résilié,0
CTR003064,CLI01377,prevoyance,2022-07-15,492.48,en_renouvellement,0
CTR003065,CLI01377,sante,2015-09-28,1170.87,actif,1
CTR003066,CLI01378,auto,2008-11-25,771.88,actif,2
CTR003067,CLI01379,auto,2014-09-21,652.92,actif,2
CTR003068,CLI01379,epargne,2017-09-11,2276.51,suspendu,0
CTR003069,CLI01380,habitation,2020-08-21,321.46,suspendu,0
CTR003070,CLI01380,auto,2019-07-16,676.5,en_renouvellement,0
CTR003071,CLI01381,auto,2024-12-31,628.27,actif,0
CTR003072,CLI01381,habitation,2024-12-30,269.15,suspendu,0
CTR003073,CLI01382,auto,2004-07-24,653.27,actif,1
CTR003074,CLI01383,prevoyance,2024-11-19,371.83,suspendu,1
CTR003075,CLI01384,auto,2021-06-05,573.55,actif,0
CTR003076,CLI01384,prevoyance,2018-09-14,443.13,actif,0
CTR003077,CLI01385,sante,2017-06-01,1023.7,actif,4
CTR003078,CLI01385,epargne,2019-08-18,2358.41,actif,0
CTR003079,CLI01385,habitation,2018-12-31,318.6,actif,0
CTR003080,CLI01385,auto,2021-12-25,543.39,actif,1
CTR003081,CLI01386,epargne,2018-06-08,2254.71,actif,1
CTR003082,CLI01386,prevoyance,2019-11-21,488.37,en_renouvellement,4
CTR003083,CLI01386,sante,2019-11-10,1123.57,actif,1
CTR003084,CLI01387,habitation,2005-06-30,243.58,actif,1
CTR003085,CLI01387,sante,2013-12-12,980.45,actif,0
CTR003086,CLI01388,prevoyance,2023-01-01,376.83,actif,0
CTR003087,CLI01388,auto,2012-09-30,551.93,actif,0
CTR003088,CLI01389,sante,2023-08-10,1067.55,actif,2
CTR003089,CLI01389,auto,2020-04-30,662.59,actif,0
CTR003090,CLI01390,auto,2024-08-04,607.06,suspendu,0
CTR003091,CLI01390,prevoyance,2024-05-12,474.3,suspendu,4
CTR003092,CLI01390,habitation,2023-05-17,252.96,actif,0
CTR003093,CLI01390,sante,2023-05-10,1079.24,en_renouvellement,1
CTR003094,CLI01391,auto,2009-02-26,591.43,actif,0
CTR003095,CLI01392,epargne,2020-01-05,2292.81,actif,3
CTR003096,CLI01392,habitation,2018-06-21,267.13,actif,0
CTR003097,CLI01392,prevoyance,2016-04-18,499.08,suspendu,1
CTR003098,CLI01392,sante,2017-01-11,1283.38,suspendu,0
CTR003099,CLI01392,auto,2024-02-12,682.03,en_renouvellement,1
CTR003100,CLI01393,auto,2020-05-15,559.49,actif,2
CTR003101,CLI01393,sante,2024-07-26,1001.44,actif,0
CTR003102,CLI01393,epargne,2021-06-15,1843.43,actif,1
CTR003103,CLI01394,habitation,2024-06-03,262.3,actif,0
CTR003104,CLI01394,prevoyance,2024-08-22,385.89,actif,0
CTR003105,CLI01394,sante,2024-11-03,1036.07,actif,1
CTR003106,CLI01395,prevoyance,2023-02-27,409.14,résilié,0
CTR003107,CLI01396,auto,2019-05-18,739.61,actif,0
CTR003108,CLI01396,sante,2011-02-03,1437.88,suspendu,0
CTR003109,CLI01397,habitation,2023-05-10,261.11,actif,1
CTR003110,CLI01397,epargne,2021-01-25,2192.37,actif,1
CTR003111,CLI01398,habitation,2024-08-16,305.41,actif,3
CTR003112,CLI01399,auto,2022-10-23,667.34,actif,3
CTR003113,CLI01400,auto,2013-03-21,712.47,actif,0
CTR003114,CLI01400,epargne,2015-04-15,1848.5,en_renouvellement,1
CTR003115,CLI01400,prevoyance,2010-12-05,386.12,actif,2
CTR003116,CLI01400,habitation,2017-11-29,290.88,actif,0
CTR003117,CLI01401,habitation,2015-05-24,238.3,actif,0
CTR003118,CLI01401,prevoyance,2020-01-25,482.33,suspendu,0
CTR003119,CLI01402,sante,2020-07-21,998.07,actif,1
CTR003120,CLI01402,auto,2020-07-15,626.38,actif,0
CTR003121,CLI01403,sante,2018-05-15,1027.17,actif,1
CTR003122,CLI01404,auto,2023-10-01,570.27,résilié,2
CTR003123,CLI01404,epargne,2024-01-15,1894.04,résilié,0
CTR003124,CLI01404,habitation,2022-07-25,234.71,résilié,1
CTR003125,CLI01405,habitation,2015-07-23,334.83,actif,0
CTR003126,CLI01405,sante,2019-05-16,1333.78,actif,2
CTR003127,CLI01405,epargne,2021-01-01,2167.5,actif,0
CTR003128,CLI01406,prevoyance,2007-09-19,408.7,actif,4
CTR003129,CLI01406,sante,2005-06-16,1405.26,actif,2
CTR003130,CLI01407,sante,2015-07-28,1205.66,actif,1
CTR003131,CLI01407,auto,2022-10-17,761.19,en_renouvellement,1
CTR003132,CLI01408,prevoyance,2022-05-12,471.69,actif,0
CTR003133,CLI01408,epargne,2023-08-01,2255.37,actif,1
CTR003134,CLI01409,prevoyance,2018-11-10,511.97,résilié,1
CTR003135,CLI01409,sante,2019-01-19,1024.36,actif,0
CTR003136,CLI01410,habitation,2020-03-14,230.32,en_renouvellement,0
CTR003137,CLI01411,auto,2016-12-18,657.0,suspendu,0
CTR003138,CLI01411,sante,2022-06-06,1075.17,actif,3
CTR003139,CLI01411,prevoyance,2017-07-15,436.28,actif,0
CTR003140,CLI01411,epargne,2023-11-04,1780.66,actif,1
CTR003141,CLI01412,sante,2024-09-13,1338.23,actif,0
CTR003142,CLI01412,prevoyance,2012-07-13,428.03,actif,2
CTR003143,CLI01413,sante,2011-02-13,1314.66,actif,0
CTR003144,CLI01414,epargne,2023-01-01,1853.14,actif,4
CTR003145,CLI01414,auto,2021-11-14,557.33,actif,1
CTR003146,CLI01415,epargne,2014-11-06,1755.63,actif,2
CTR003147,CLI01415,auto,2019-06-16,609.41,actif,0
CTR003148,CLI01415,sante,2018-12-17,1319.16,actif,1
CTR003149,CLI01416,auto,2024-07-29,731.0,actif,2
CTR003150,CLI01417,auto,2021-01-11,629.44,résilié,1
CTR003151,CLI01418,prevoyance,2015-08-25,520.09,résilié,3
CTR003152,CLI01418,sante,2013-03-02,1134.39,résilié,4
CTR003153,CLI01418,epargne,2021-08-17,2039.27,résilié,1
CTR003154,CLI01419,prevoyance,2021-06-08,434.48,actif,1
CTR003155,CLI01420,sante,2022-03-25,1040.38,en_renouvellement,2
CTR003156,CLI01420,prevoyance,2018-10-19,533.4,actif,0
CTR003157,CLI01420,auto,2021-01-01,612.55,actif,0
CTR003158,CLI01421,sante,2009-06-01,1204.04,actif,1
CTR003159,CLI01422,epargne,2024-06-02,1961.06,actif,0
CTR003160,CLI01422,habitation,2011-10-29,290.86,actif,2
CTR003161,CLI01422,auto,2010-03-02,759.19,actif,0
CTR003162,CLI01423,habitation,2014-11-30,244.71,résilié,0
CTR003163,CLI01424,prevoyance,2014-12-03,438.62,actif,0
CTR003164,CLI01425,epargne,2008-09-07,1657.79,actif,0
CTR003165,CLI01425,auto,2006-10-10,749.03,actif,0
CTR003166,CLI01425,habitation,2018-10-08,295.77,en_renouvellement,1
CTR003167,CLI01425,sante,2017-12-29,1236.33,en_renouvellement,1
CTR003168,CLI01426,prevoyance,2018-03-02,529.43,actif,0
CTR003169,CLI01426,sante,2023-11-21,995.35,résilié,1
CTR003170,CLI01427,habitation,2024-03-18,306.81,actif,0
CTR003171,CLI01427,sante,2024-05-06,1387.05,actif,1
CTR003172,CLI01428,habitation,2020-11-03,230.61,suspendu,2
CTR003173,CLI01429,habitation,2017-02-05,292.33,en_renouvellement,0
CTR003174,CLI01429,auto,2018-02-16,527.28,actif,0
CTR003175,CLI01430,sante,2023-05-21,1286.16,en_renouvellement,0
CTR003176,CLI01430,epargne,2021-11-24,1766.14,actif,1
CTR003177,CLI01431,habitation,2021-07-05,320.63,actif,2
CTR003178,CLI01431,prevoyance,2019-03-11,467.5,actif,2
CTR003179,CLI01431,sante,2019-06-16,1438.26,actif,0
CTR003180,CLI01431,epargne,2019-05-20,2261.41,actif,0
CTR003181,CLI01431,auto,2024-02-11,652.9,suspendu,0
CTR003182,CLI01432,habitation,2010-10-20,296.19,en_renouvellement,1
CTR003183,CLI01432,prevoyance,2021-02-26,537.44,résilié,0
CTR003184,CLI01432,epargne,2014-12-24,1704.21,actif,1
CTR003185,CLI01432,auto,2023-03-22,731.13,actif,4
CTR003186,CLI01432,sante,2022-12-31,1081.96,actif,0
CTR003187,CLI01433,auto,2011-02-11,576.25,actif,3
CTR003188,CLI01433,prevoyance,2016-11-01,431.54,actif,2
CTR003189,CLI01434,auto,2007-01-11,567.4,en_renouvellement,0
CTR003190,CLI01434,sante,2010-11-19,1396.84,actif,0
CTR003191,CLI01435,habitation,2023-12-27,335.67,actif,1
CTR003192,CLI01435,sante,2002-08-05,1153.55,suspendu,2
CTR003193,CLI01436,epargne,2024-11-09,1808.45,actif,1
CTR003194,CLI01436,auto,2021-09-02,736.61,résilié,0
CTR003195,CLI01436,sante,2023-11-21,1433.14,actif,1
CTR003196,CLI01437,auto,2020-11-12,635.05,résilié,0
CTR003197,CLI01438,auto,2013-05-05,641.4,résilié,3
CTR003198,CLI01439,habitation,2018-04-11,304.15,résilié,0
CTR003199,CLI01440,auto,2021-11-29,645.75,actif,2
CTR003200,CLI01441,habitation,2019-04-12,224.38,actif,0
CTR003201,CLI01442,sante,2006-07-15,1291.08,actif,1
CTR003202,CLI01442,habitation,2008-04-16,242.89,actif,0
CTR003203,CLI01443,sante,2007-12-10,1361.88,suspendu,0
CTR003204,CLI01443,prevoyance,2015-02-07,393.55,résilié,0
CTR003205,CLI01443,habitation,2003-07-21,261.45,actif,0
CTR003206,CLI01444,epargne,2023-08-12,1975.91,résilié,2
CTR003207,CLI01444,habitation,2022-04-07,309.12,résilié,0
CTR003208,CLI01445,auto,2016-04-10,649.59,actif,0
CTR003209,CLI01446,sante,2018-05-29,1260.47,actif,3
CTR003210,CLI01447,epargne,2016-07-11,2239.25,résilié,0
CTR003211,CLI01447,auto,2018-09-15,669.49,résilié,4
CTR003212,CLI01448,habitation,2012-01-04,287.74,actif,1
CTR003213,CLI01449,sante,2014-04-22,990.72,actif,1
CTR003214,CLI01449,prevoyance,2019-11-17,512.5,actif,0
CTR003215,CLI01450,sante,2024-06-26,1135.3,actif,2
CTR003216,CLI01450,epargne,2021-07-25,1839.93,actif,0
CTR003217,CLI01450,auto,2016-05-02,573.0,actif,0
CTR003218,CLI01450,prevoyance,2016-12-16,419.35,actif,0
CTR003219,CLI01450,habitation,2021-12-11,295.41,actif,1
CTR003220,CLI01451,sante,2024-04-11,1286.76,actif,3
CTR003221,CLI01452,auto,2008-04-15,571.59,actif,3
CTR003222,CLI01453,sante,2021-10-25,977.07,actif,3
CTR003223,CLI01453,prevoyance,2023-12-27,539.71,actif,2
CTR003224,CLI01454,prevoyance,2024-09-05,369.11,actif,0
CTR003225,CLI01454,auto,2019-05-24,673.51,résilié,0
CTR003226,CLI01454,habitation,2014-04-26,302.47,actif,1
CTR003227,CLI01454,sante,2023-01-15,1211.58,actif,0
CTR003228,CLI01454,epargne,2016-11-05,2377.21,actif,1
CTR003229,CLI01455,epargne,2024-06-25,1837.53,actif,0
CTR003230,CLI01455,habitation,2024-07-28,304.98,actif,1
CTR003231,CLI01455,auto,2024-01-20,618.02,actif,0
CTR003232,CLI01456,sante,2007-08-13,1281.13,actif,0
CTR003233,CLI01456,prevoyance,2013-03-28,391.93,suspendu,2
CTR003234,CLI01456,habitation,2018-09-07,282.44,suspendu,1
CTR003235,CLI01456,epargne,2006-11-21,1795.75,actif,1
CTR003236,CLI01457,prevoyance,2015-02-16,508.58,actif,3
CTR003237,CLI01458,sante,2024-10-04,1003.73,actif,0
CTR003238,CLI01458,habitation,2021-07-31,295.37,actif,0
CTR003239,CLI01458,auto,2021-12-23,613.23,actif,0
CTR003240,CLI01458,prevoyance,2020-12-03,470.99,actif,0
CTR003241,CLI01458,epargne,2022-01-08,2258.55,actif,1
CTR003242,CLI01459,habitation,2017-03-11,265.75,suspendu,2
CTR003243,CLI01460,auto,2017-09-10,618.14,résilié,0
CTR003244,CLI01461,auto,2013-03-21,617.86,actif,1
CTR003245,CLI01461,prevoyance,2014-12-30,535.03,actif,1
CTR003246,CLI01461,epargne,2006-04-16,1975.53,en_renouvellement,0
CTR003247,CLI01461,habitation,2006-07-15,230.59,actif,0
CTR003248,CLI01462,habitation,2011-03-21,248.54,résilié,0
CTR003249,CLI01462,auto,2017-08-29,756.34,actif,1
CTR003250,CLI01462,epargne,2011-08-18,2235.04,actif,2
CTR003251,CLI01462,sante,2020-09-12,978.53,actif,1
CTR003252,CLI01463,habitation,2022-03-12,255.14,actif,0
CTR003253,CLI01464,sante,2024-09-11,1317.47,actif,1
CTR003254,CLI01465,epargne,2023-05-14,2188.96,actif,0
CTR003255,CLI01466,epargne,2021-06-07,2304.06,suspendu,0
CTR003256,CLI01467,habitation,2011-11-04,333.07,actif,0
CTR003257,CLI01468,auto,2020-06-09,690.93,actif,2
CTR003258,CLI01468,epargne,2021-04-11,2298.21,actif,4
CTR003259,CLI01468,sante,2023-07-02,1325.65,actif,4
CTR003260,CLI01468,prevoyance,2021-09-28,368.39,actif,0
CTR003261,CLI01468,habitation,2020-12-09,294.8,en_renouvellement,0
CTR003262,CLI01469,auto,2024-11-08,616.84,actif,1
CTR003263,CLI01469,prevoyance,2018-09-03,495.52,suspendu,0
CTR003264,CLI01469,sante,2020-07-10,1107.89,résilié,2
CTR003265,CLI01470,epargne,2024-07-02,2140.16,résilié,1
CTR003266,CLI01470,habitation,2024-04-06,248.89,résilié,2
CTR003267,CLI01470,auto,2020-09-17,672.95,résilié,2
CTR003268,CLI01471,habitation,2021-06-26,246.59,actif,1
CTR003269,CLI01471,auto,2016-08-23,653.21,actif,0
CTR003270,CLI01471,prevoyance,2022-07-27,456.73,actif,0
CTR003271,CLI01472,epargne,2022-04-26,2282.08,résilié,1
CTR003272,CLI01472,habitation,2003-10-03,329.16,résilié,1
CTR003273,CLI01473,habitation,2017-05-30,293.59,suspendu,2
CTR003274,CLI01473,sante,2021-08-24,1193.0,actif,1
CTR003275,CLI01473,prevoyance,2017-03-23,490.45,en_renouvellement,0
CTR003276,CLI01474,habitation,2020-05-23,294.07,actif,0
CTR003277,CLI01474,prevoyance,2023-05-30,462.28,actif,0
CTR003278,CLI01475,sante,2016-10-21,1212.55,actif,1
CTR003279,CLI01476,epargne,2017-09-08,2208.78,actif,0
CTR003280,CLI01476,auto,2024-12-06,587.69,actif,2
CTR003281,CLI01477,habitation,2018-06-16,265.45,suspendu,4
CTR003282,CLI01477,sante,2020-11-13,1291.63,actif,0
CTR003283,CLI01478,prevoyance,2007-10-01,363.0,actif,1
CTR003284,CLI01478,auto,2014-11-14,779.9,actif,0
CTR003285,CLI01478,habitation,2008-12-10,330.23,actif,0
CTR003286,CLI01479,habitation,2022-02-20,314.3,suspendu,3
CTR003287,CLI01479,auto,2016-03-13,529.17,en_renouvellement,0
CTR003288,CLI01479,epargne,2024-02-17,1625.92,en_renouvellement,2
CTR003289,CLI01479,prevoyance,2016-08-17,392.82,actif,1
CTR003290,CLI01479,sante,2024-05-28,1413.55,actif,0
CTR003291,CLI01480,prevoyance,2021-10-29,468.72,actif,0
CTR003292,CLI01480,epargne,2021-03-27,2354.63,actif,0
CTR003293,CLI01481,auto,2023-06-21,654.94,actif,0
CTR003294,CLI01481,sante,2024-01-08,1178.85,actif,0
CTR003295,CLI01481,prevoyance,2022-02-06,407.35,actif,0
CTR003296,CLI01482,auto,2022-04-23,702.56,actif,0
CTR003297,CLI01483,prevoyance,2024-04-25,425.96,actif,0
CTR003298,CLI01483,sante,2016-02-26,1041.56,suspendu,0
CTR003299,CLI01483,auto,2017-06-01,680.83,actif,1
CTR003300,CLI01484,epargne,2022-12-24,1797.4,résilié,1
CTR003301,CLI01484,sante,2023-04-06,1114.14,en_renouvellement,0
CTR003302,CLI01485,auto,2024-02-24,770.75,actif,1
CTR003303,CLI01486,epargne,2008-10-20,2235.2,actif,1
CTR003304,CLI01486,auto,2017-11-14,527.39,actif,0
CTR003305,CLI01487,prevoyance,2023-09-26,372.37,actif,0
CTR003306,CLI01487,sante,2023-07-18,1420.75,actif,1
CTR003307,CLI01488,prevoyance,2008-06-11,376.96,actif,0
CTR003308,CLI01489,auto,2023-03-02,591.33,actif,0
CTR003309,CLI01489,habitation,2023-06-27,303.19,actif,0
CTR003310,CLI01489,sante,2021-09-25,1047.8,actif,1
CTR003311,CLI01489,epargne,2022-06-03,1856.14,résilié,0
CTR003312,CLI01490,sante,2010-05-09,1225.36,résilié,1
CTR003313,CLI01491,sante,2005-03-18,1198.67,actif,0
CTR003314,CLI01491,prevoyance,2008-01-27,508.22,actif,0
CTR003315,CLI01491,epargne,2010-05-09,2046.68,actif,0
CTR003316,CLI01491,habitation,2023-08-20,279.38,en_renouvellement,0
CTR003317,CLI01492,sante,2013-07-26,1253.71,en_renouvellement,0
CTR003318,CLI01492,habitation,2022-07-08,272.87,actif,4
CTR003319,CLI01492,epargne,2013-07-15,1617.38,suspendu,0
CTR003320,CLI01493,sante,2016-12-28,1430.21,actif,1
CTR003321,CLI01494,prevoyance,2024-09-18,462.43,actif,3
CTR003322,CLI01494,sante,2024-04-15,1260.69,actif,0
CTR003323,CLI01495,epargne,2008-12-14,1625.65,actif,0
CTR003324,CLI01495,habitation,2014-09-03,253.14,actif,1
CTR003325,CLI01495,sante,2010-01-16,1231.91,résilié,0
CTR003326,CLI01496,habitation,2022-02-08,285.86,actif,2
CTR003327,CLI01496,sante,2023-03-06,1426.3,actif,0
CTR003328,CLI01497,sante,2019-12-14,1090.68,actif,0
CTR003329,CLI01497,habitation,2012-08-12,225.47,suspendu,2
CTR003330,CLI01497,auto,2014-09-06,745.68,actif,1
CTR003331,CLI01498,auto,2021-09-24,702.47,actif,0
CTR003332,CLI01498,prevoyance,2021-10-26,400.85,actif,0
CTR003333,CLI01499,epargne,2022-04-20,2223.91,actif,2
CTR003334,CLI01499,auto,2023-04-19,743.45,actif,2
CTR003335,CLI01500,auto,2016-01-05,619.72,actif,0
CTR003336,CLI01500,prevoyance,2023-04-07,361.13,en_renouvellement,1
CTR003337,CLI01500,habitation,2020-10-01,224.16,suspendu,0
CTR003338,CLI01500,sante,2020-07-05,1405.54,actif,0
CTR003339,CLI01500,epargne,2023-07-03,2348.67,actif,0
CTR003340,CLI01501,prevoyance,2019-09-12,460.57,actif,1
CTR003341,CLI01502,sante,2018-09-10,1169.21,actif,1
CTR003342,CLI01502,prevoyance,2020-09-02,361.37,actif,0
CTR003343,CLI01503,sante,2014-05-17,1417.8,actif,0
CTR003344,CLI01504,habitation,2024-12-22,234.8,actif,1
CTR003345,CLI01504,sante,2023-02-08,1304.33,actif,2
CTR003346,CLI01504,epargne,2024-07-15,1638.74,actif,2
CTR003347,CLI01505,auto,2021-11-11,733.53,actif,4
CTR003348,CLI01505,sante,2017-07-12,972.24,suspendu,2
CTR003349,CLI01505,prevoyance,2020-03-02,450.14,actif,1
CTR003350,CLI01506,sante,2015-07-23,1055.33,actif,0
CTR003351,CLI01507,prevoyance,2008-07-18,496.64,résilié,2
CTR003352,CLI01508,sante,2023-02-23,1236.73,suspendu,1
CTR003353,CLI01509,habitation,2024-12-31,259.76,suspendu,0
CTR003354,CLI01509,sante,2024-12-30,1304.84,actif,1
CTR003355,CLI01510,habitation,2003-04-05,319.79,actif,2
CTR003356,CLI01510,prevoyance,2023-10-28,493.91,actif,1
CTR003357,CLI01511,sante,2019-06-12,1130.2,actif,0
CTR003358,CLI01511,auto,2020-04-10,612.09,suspendu,0
CTR003359,CLI01511,prevoyance,2020-01-04,436.26,actif,0
CTR003360,CLI01511,habitation,2022-05-08,298.25,actif,1
CTR003361,CLI01511,epargne,2016-04-30,2093.42,suspendu,1
CTR003362,CLI01512,sante,2010-01-08,1434.81,actif,1
CTR003363,CLI01512,habitation,2018-03-30,238.16,résilié,2
CTR003364,CLI01513,epargne,2006-02-04,1634.42,actif,0
CTR003365,CLI01514,auto,2020-12-31,670.54,résilié,2
CTR003366,CLI01514,epargne,2019-01-30,1904.18,résilié,1
CTR003367,CLI01514,sante,2024-09-09,1247.28,résilié,0
CTR003368,CLI01514,habitation,2019-08-28,248.08,résilié,1
CTR003369,CLI01515,epargne,2011-01-10,1842.39,actif,2
CTR003370,CLI01515,prevoyance,2023-11-30,447.26,actif,2
CTR003371,CLI01516,auto,2013-11-04,658.31,actif,0
CTR003372,CLI01516,prevoyance,2008-06-19,362.77,actif,0
CTR003373,CLI01517,epargne,2024-09-13,2281.25,actif,1
CTR003374,CLI01518,sante,2018-07-30,1403.38,actif,1
CTR003375,CLI01518,epargne,2022-04-29,2019.23,actif,4
CTR003376,CLI01519,prevoyance,2014-12-05,532.57,en_renouvellement,0
CTR003377,CLI01519,sante,2016-02-05,1163.49,actif,0
CTR003378,CLI01519,habitation,2014-03-27,231.08,actif,0
CTR003379,CLI01519,epargne,2018-02-13,2157.18,actif,0
CTR003380,CLI01520,habitation,2017-08-17,331.04,en_renouvellement,0
CTR003381,CLI01520,sante,2018-03-11,1416.33,actif,0
CTR003382,CLI01521,epargne,2022-02-05,2017.84,actif,0
CTR003383,CLI01522,prevoyance,2017-03-08,508.12,actif,0
CTR003384,CLI01522,auto,2016-11-06,624.89,actif,0
CTR003385,CLI01523,epargne,2015-02-25,1641.27,actif,3
CTR003386,CLI01523,sante,2021-07-31,1045.79,actif,0
CTR003387,CLI01523,prevoyance,2023-03-16,390.76,actif,0
CTR003388,CLI01523,auto,2013-08-05,749.58,actif,1
CTR003389,CLI01524,auto,2009-12-18,683.03,résilié,0
CTR003390,CLI01525,auto,2019-06-22,763.96,suspendu,2
CTR003391,CLI01525,epargne,2021-05-31,1814.43,suspendu,1
CTR003392,CLI01526,prevoyance,2023-03-03,487.35,actif,3
CTR003393,CLI01526,auto,2021-05-23,700.64,en_renouvellement,0
CTR003394,CLI01526,sante,2024-12-10,1211.87,actif,0
CTR003395,CLI01526,epargne,2024-02-21,1890.52,en_renouvellement,1
CTR003396,CLI01526,habitation,2024-08-24,253.04,actif,0
CTR003397,CLI01527,epargne,2024-09-30,1645.58,actif,0
CTR003398,CLI01528,sante,2017-12-18,1108.92,actif,2
CTR003399,CLI01528,auto,2024-04-13,637.06,actif,0
CTR003400,CLI01528,epargne,2014-01-10,1757.83,actif,0
CTR003401,CLI01529,habitation,2023-02-06,333.14,résilié,1
CTR003402,CLI01529,prevoyance,2024-09-04,494.35,résilié,0
CTR003403,CLI01530,auto,2019-01-02,736.69,actif,0
CTR003404,CLI01530,prevoyance,2016-09-01,476.27,actif,1
CTR003405,CLI01530,sante,2024-06-12,1058.02,actif,1
CTR003406,CLI01531,prevoyance,2017-08-16,464.51,actif,1
CTR003407,CLI01531,sante,2018-05-24,1270.6,actif,0
CTR003408,CLI01532,habitation,2005-01-23,280.45,suspendu,2
CTR003409,CLI01533,sante,2020-12-04,1072.01,actif,3
CTR003410,CLI01533,epargne,2021-07-06,2231.8,actif,0
CTR003411,CLI01533,habitation,2019-02-22,290.2,actif,0
CTR003412,CLI01534,prevoyance,2016-07-04,422.27,résilié,0
CTR003413,CLI01535,habitation,2018-04-09,269.23,actif,0
CTR003414,CLI01535,sante,2016-01-28,1066.04,actif,1
