client_id,age,anciennete_ans,statut,nb_produits,canal_principal,region,revenu_mensuel,tranche_age,score_intensite,niveau_engagement
CLI01123,30,11,client_actif,3,agence,PACA,4152.0,18-30 ans,0.5507,Engagé
CLI01124,79,14,prospect,3,email,ARA,2191.0,60-80 ans,0.4262,Peu engagé
CLI01125,60,24,client_actif,3,app_mobile,BFC,3354.0,45-60 ans,0.5086,Engagé
CLI01126,60,7,client_inactif,2,web,OCC,3174.0,45-60 ans,0.1495,Dormant
CLI01127,65,3,client_inactif,2,telephone,ARA,1549.0,60-80 ans,0.4425,Peu engagé
CLI01128,28,14,client_actif,1,web,PACA,3887.0,18-30 ans,0.7681,Très engagé
CLI01129,68,19,client_actif,4,email,PACA,2891.0,60-80 ans,0.5851,Engagé
CLI01130,64,24,résilié,2,agence,BFC,2320.0,60-80 ans,0.3754,Peu engagé
CLI01131,74,16,client_actif,1,telephone,ARA,1342.0,60-80 ans,0.8238,Très engagé
CLI01132,40,12,client_actif,4,web,IDF,1653.0,30-45 ans,0.8044,Très engagé
CLI01133,72,17,client_actif,4,web,PACA,2702.0,60-80 ans,0.6569,Engagé
CLI01134,33,1,client_actif,5,app_mobile,NAQ,1596.0,30-45 ans,0.8536,Très engagé
CLI01135,48,12,client_actif,4,app_mobile,OCC,3369.0,45-60 ans,0.5004,Engagé
CLI01136,28,12,résilié,5,web,OCC,2459.0,18-30 ans,0.4022,Peu engagé
CLI01137,71,21,client_actif,1,email,PACA,1395.0,60-80 ans,0.7173,Engagé
CLI01138,33,14,client_actif,3,telephone,NAQ,2203.0,30-45 ans,0.6528,Engagé
CLI01139,25,19,résilié,3,agence,ARA,1843.0,18-30 ans,0.4357,Peu engagé
CLI01140,21,9,prospect,1,web,OCC,1698.0,18-30 ans,0.2156,Dormant
CLI01141,57,2,client_actif,1,agence,NAQ,1200.0,45-60 ans,0.8484,Très engagé
CLI01142,21,18,client_actif,5,agence,NAQ,2890.0,18-30 ans,0.8768,Très engagé
CLI01143,73,2,client_actif,1,app_mobile,IDF,1942.0,60-80 ans,0.6846,Engagé
CLI01144,42,21,prospect,4,telephone,PACA,4489.0,30-45 ans,0.3875,Peu engagé
CLI01145,20,13,client_actif,1,web,NAQ,3693.0,18-30 ans,0.7241,Engagé
CLI01146,49,7,client_actif,1,web,ARA,4268.0,45-60 ans,0.5625,Engagé
CLI01147,20,22,client_actif,2,web,OCC,3444.0,18-30 ans,0.7715,Très engagé
CLI01148,44,3,client_actif,1,agence,IDF,2274.0,30-45 ans,0.4915,Peu engagé
CLI01149,46,19,client_actif,3,agence,ARA,3092.0,45-60 ans,0.4706,Peu engagé
CLI01150,49,10,prospect,2,web,OCC,2528.0,45-60 ans,0.2203,Dormant
CLI01151,67,10,client_actif,1,web,PACA,3107.0,60-80 ans,0.5149,Engagé
CLI01152,78,10,prospect,1,web,ARA,3602.0,60-80 ans,0.4693,Peu engagé
CLI01153,75,1,résilié,2,web,OCC,3338.0,60-80 ans,0.428,Peu engagé
CLI01154,68,16,client_actif,1,app_mobile,IDF,2808.0,60-80 ans,0.7254,Engagé
CLI01155,36,8,client_actif,3,web,OCC,2859.0,30-45 ans,0.6486,Engagé
CLI01156,38,1,client_inactif,2,web,NAQ,2998.0,30-45 ans,0.2151,Dormant
CLI01157,22,23,client_actif,1,telephone,IDF,3795.0,18-30 ans,0.7596,Très engagé
CLI01158,35,14,client_actif,2,app_mobile,ARA,2359.0,30-45 ans,0.5091,Engagé
CLI01159,45,15,client_inactif,1,agence,BFC,2567.0,30-45 ans,0.4623,Peu engagé
CLI01160,59,24,client_inactif,1,web,PACA,2343.0,45-60 ans,0.427,Peu engagé
CLI01161,78,3,client_actif,1,app_mobile,IDF,2924.0,60-80 ans,0.5687,Engagé
CLI01162,39,7,prospect,4,app_mobile,IDF,3373.0,30-45 ans,0.3919,Peu engagé
CLI01163,38,8,client_actif,4,web,IDF,3070.0,30-45 ans,0.5538,Engagé
CLI01164,23,4,client_inactif,3,web,OCC,2748.0,18-30 ans,0.46,Peu engagé
CLI01165,18,15,prospect,1,telephone,NAQ,3765.0,,0.4791,Peu engagé
CLI01166,22,12,client_actif,1,telephone,BFC,2085.0,18-30 ans,0.5739,Engagé
CLI01167,58,6,client_inactif,2,web,PACA,1450.0,45-60 ans,0.3993,Peu engagé
CLI01168,29,19,prospect,3,web,PACA,3089.0,18-30 ans,0.4652,Peu engagé
CLI01169,43,16,client_inactif,5,email,NAQ,2764.0,30-45 ans,0.3779,Peu engagé
CLI01170,63,2,client_actif,1,web,OCC,2650.0,60-80 ans,0.8266,Très engagé
CLI01171,51,4,client_actif,1,agence,OCC,1612.0,45-60 ans,0.6912,Engagé
CLI01172,66,18,prospect,3,email,NAQ,2979.0,60-80 ans,0.5219,Engagé
CLI01173,31,11,client_inactif,3,email,NAQ,4416.0,30-45 ans,0.4054,Peu engagé
CLI01174,43,6,client_actif,3,app_mobile,ARA,1602.0,30-45 ans,0.3865,Peu engagé
CLI01175,62,8,client_actif,3,web,OCC,2659.0,60-80 ans,0.6768,Engagé
CLI01176,44,5,client_actif,5,web,IDF,2868.0,30-45 ans,0.5981,Engagé
CLI01177,26,16,client_inactif,2,telephone,PACA,2400.0,18-30 ans,0.3742,Peu engagé
CLI01178,43,15,résilié,4,telephone,OCC,2948.0,30-45 ans,0.2127,Dormant
CLI01179,74,22,client_actif,5,agence,NAQ,2398.0,60-80 ans,0.8884,Très engagé
CLI01180,64,2,client_actif,3,agence,IDF,2938.0,60-80 ans,0.7818,Très engagé
CLI01181,74,20,résilié,1,agence,ARA,2571.0,60-80 ans,0.2256,Dormant
CLI01182,39,3,client_actif,1,agence,BFC,2316.0,30-45 ans,0.7301,Engagé
CLI01183,64,9,client_actif,2,telephone,ARA,2731.0,60-80 ans,0.413,Peu engagé
CLI01184,73,4,prospect,2,agence,IDF,3233.0,60-80 ans,0.186,Dormant
CLI01185,47,20,client_inactif,4,app_mobile,IDF,1398.0,45-60 ans,0.3743,Peu engagé
CLI01186,60,21,client_actif,1,web,NAQ,3425.0,45-60 ans,0.8408,Très engagé
CLI01187,65,9,client_actif,1,agence,BFC,2147.0,60-80 ans,0.7947,Très engagé
CLI01188,78,11,client_actif,3,app_mobile,NAQ,3357.0,60-80 ans,0.6546,Engagé
CLI01189,34,9,client_actif,1,web,PACA,2197.0,30-45 ans,0.7781,Très engagé
CLI01190,43,12,client_actif,1,telephone,BFC,3442.0,30-45 ans,0.5885,Engagé
CLI01191,53,10,prospect,2,agence,BFC,2756.0,45-60 ans,0.4829,Peu engagé
CLI01192,18,21,client_actif,2,telephone,PACA,1964.0,,0.629,Engagé
CLI01193,25,15,client_actif,1,web,ARA,2405.0,18-30 ans,0.7169,Engagé
CLI01194,66,7,client_actif,4,agence,IDF,3874.0,60-80 ans,0.618,Engagé
CLI01195,52,7,client_inactif,2,web,ARA,2847.0,45-60 ans,0.4459,Peu engagé
CLI01196,78,24,client_inactif,4,telephone,NAQ,2388.0,60-80 ans,0.4558,Peu engagé
CLI01197,69,7,client_inactif,2,web,OCC,3826.0,60-80 ans,0.3907,Peu engagé
CLI01198,32,12,prospect,1,agence,NAQ,3570.0,30-45 ans,0.4582,Peu engagé
CLI01199,64,1,client_actif,1,agence,OCC,2044.0,60-80 ans,0.5793,Engagé
CLI01200,73,11,client_actif,1,app_mobile,IDF,2616.0,60-80 ans,0.7017,Engagé
CLI01201,39,9,résilié,2,email,IDF,1214.0,30-45 ans,0.4809,Peu engagé
CLI01202,31,11,client_inactif,1,telephone,BFC,3585.0,30-45 ans,0.2151,Dormant
CLI01203,43,10,client_inactif,2,web,IDF,2804.0,30-45 ans,0.3878,Peu engagé
CLI01204,45,14,client_actif,2,web,PACA,3403.0,30-45 ans,0.7234,Engagé
CLI01205,40,15,client_actif,1,web,PACA,1200.0,30-45 ans,0.8193,Très engagé
CLI01206,31,16,client_actif,1,web,OCC,2547.0,30-45 ans,0.842,Très engagé
CLI01207,41,1,client_actif,3,telephone,ARA,2951.0,30-45 ans,0.7755,Très engagé
CLI01208,19,17,prospect,4,email,BFC,1200.0,18-30 ans,0.4078,Peu engagé
CLI01209,62,11,résilié,1,web,ARA,3391.0,60-80 ans,0.4692,Peu engagé
CLI01210,43,18,client_actif,1,app_mobile,OCC,2509.0,30-45 ans,0.5321,Engagé
CLI01211,31,22,client_actif,5,app_mobile,PACA,1221.0,30-45 ans,0.5651,Engagé
CLI01212,76,17,prospect,1,web,NAQ,2337.0,60-80 ans,0.4212,Peu engagé
CLI01213,73,16,résilié,5,app_mobile,BFC,3211.0,60-80 ans,0.458,Peu engagé
CLI01214,68,5,client_actif,1,web,OCC,1978.0,60-80 ans,0.8212,Très engagé
CLI01215,24,24,client_actif,4,app_mobile,ARA,2759.0,18-30 ans,0.8413,Très engagé
CLI01216,20,14,résilié,1,agence,OCC,2410.0,18-30 ans,0.2615,Peu engagé
CLI01217,64,2,client_actif,4,agence,OCC,1200.0,60-80 ans,0.5953,Engagé
CLI01218,40,5,client_actif,1,web,IDF,3361.0,30-45 ans,0.6656,Engagé
CLI01219,63,2,prospect,3,telephone,PACA,3527.0,60-80 ans,0.257,Peu engagé
CLI01220,60,0,client_actif,1,agence,BFC,3834.0,45-60 ans,0.4927,Peu engagé
CLI01221,64,12,client_inactif,1,telephone,IDF,2808.0,60-80 ans,0.2479,Dormant
CLI01222,77,20,client_inactif,3,app_mobile,PACA,3236.0,60-80 ans,0.3365,Peu engagé
CLI01223,62,13,client_actif,2,telephone,OCC,1347.0,60-80 ans,0.8205,Très engagé
CLI01224,35,12,client_actif,4,telephone,PACA,3016.0,30-45 ans,0.6377,Engagé
CLI01225,75,3,client_actif,2,app_mobile,ARA,2514.0,60-80 ans,0.5396,Engagé
CLI01226,55,6,prospect,4,app_mobile,BFC,2731.0,45-60 ans,0.5179,Engagé
CLI01227,52,21,client_actif,2,telephone,IDF,1794.0,45-60 ans,0.786,Très engagé
CLI01228,68,9,client_actif,5,agence,BFC,3810.0,60-80 ans,0.8477,Très engagé
CLI01229,32,6,client_actif,5,telephone,OCC,1314.0,30-45 ans,0.7628,Très engagé
CLI01230,42,20,client_inactif,1,agence,ARA,3045.0,30-45 ans,0.3057,Peu engagé
CLI01231,72,14,client_actif,4,agence,PACA,1974.0,60-80 ans,0.8617,Très engagé
CLI01232,54,14,client_actif,3,web,PACA,4707.0,45-60 ans,0.5072,Engagé
CLI01233,45,3,client_actif,1,web,ARA,3426.0,30-45 ans,0.5454,Engagé
CLI01234,27,22,client_inactif,2,email,PACA,2774.0,18-30 ans,0.1949,Dormant
CLI01235,56,22,client_actif,1,web,IDF,1875.0,45-60 ans,0.5751,Engagé
CLI01236,74,5,prospect,3,web,NAQ,3601.0,60-80 ans,0.4161,Peu engagé
CLI01237,34,23,client_actif,1,agence,PACA,1200.0,30-45 ans,0.8337,Très engagé
CLI01238,56,19,client_inactif,1,agence,OCC,3146.0,45-60 ans,0.5094,Engagé
CLI01239,39,4,client_actif,2,web,PACA,3259.0,30-45 ans,0.5345,Engagé
CLI01240,43,19,client_inactif,2,web,BFC,3207.0,30-45 ans,0.4766,Peu engagé
CLI01241,79,11,résilié,4,app_mobile,OCC,3554.0,60-80 ans,0.2296,Dormant
CLI01242,61,0,client_inactif,5,web,PACA,2292.0,60-80 ans,0.3422,Peu engagé
CLI01243,42,7,client_actif,2,agence,PACA,3294.0,30-45 ans,0.622,Engagé
CLI01244,34,0,client_actif,1,web,OCC,2197.0,30-45 ans,0.7535,Très engagé
CLI01245,30,4,prospect,3,telephone,IDF,2053.0,18-30 ans,0.3363,Peu engagé
CLI01246,37,21,résilié,2,telephone,NAQ,1871.0,30-45 ans,0.4331,Peu engagé
CLI01247,42,5,client_actif,2,agence,NAQ,2573.0,30-45 ans,0.6933,Engagé
CLI01248,21,20,client_actif,1,web,IDF,3800.0,18-30 ans,0.8344,Très engagé
CLI01249,27,2,client_actif,2,app_mobile,PACA,4344.0,18-30 ans,0.8793,Très engagé
CLI01250,20,14,client_actif,1,app_mobile,NAQ,2557.0,18-30 ans,0.667,Engagé
CLI01251,58,4,client_actif,3,web,IDF,2220.0,45-60 ans,0.8186,Très engagé
CLI01252,62,23,client_actif,2,telephone,IDF,3996.0,60-80 ans,0.5468,Engagé
CLI01253,35,13,client_actif,4,app_mobile,NAQ,3190.0,30-45 ans,0.3836,Peu engagé
CLI01254,64,17,client_inactif,2,telephone,OCC,2826.0,60-80 ans,0.3929,Peu engagé
CLI01255,53,15,client_actif,1,web,ARA,1805.0,45-60 ans,0.8373,Très engagé
CLI01256,64,5,client_actif,4,web,OCC,4089.0,60-80 ans,0.7493,Engagé
CLI01257,39,24,client_actif,2,email,PACA,2884.0,30-45 ans,0.8846,Très engagé
CLI01258,51,23,client_actif,1,app_mobile,OCC,2800.0,45-60 ans,0.6324,Engagé
CLI01259,64,13,client_inactif,2,app_mobile,BFC,3288.0,60-80 ans,0.2201,Dormant
CLI01260,25,23,client_actif,2,app_mobile,ARA,2820.0,18-30 ans,0.843,Très engagé
CLI01261,57,7,client_actif,3,web,ARA,4127.0,45-60 ans,0.4355,Peu engagé
CLI01262,66,6,client_actif,2,agence,IDF,3711.0,60-80 ans,0.5277,Engagé
CLI01263,61,7,résilié,3,web,BFC,2295.0,60-80 ans,0.3485,Peu engagé
CLI01264,36,12,client_actif,1,app_mobile,PACA,2878.0,30-45 ans,0.7061,Engagé
CLI01265,59,5,client_inactif,2,app_mobile,IDF,2273.0,45-60 ans,0.4636,Peu engagé
CLI01266,58,17,prospect,5,telephone,OCC,4500.0,45-60 ans,0.4389,Peu engagé
CLI01267,54,1,client_actif,3,app_mobile,OCC,2149.0,45-60 ans,0.8534,Très engagé
CLI01268,23,7,client_actif,1,web,NAQ,2693.0,18-30 ans,0.6129,Engagé
CLI01269,69,10,client_inactif,1,app_mobile,IDF,3128.0,60-80 ans,0.2846,Peu engagé
CLI01270,43,0,client_actif,1,web,BFC,3255.0,30-45 ans,0.7946,Très engagé
CLI01271,51,21,résilié,3,web,IDF,3407.0,45-60 ans,0.2971,Peu engagé
CLI01272,76,5,client_actif,3,web,IDF,3521.0,60-80 ans,0.5855,Engagé
CLI01273,73,15,client_actif,3,app_mobile,IDF,3424.0,60-80 ans,0.4877,Peu engagé
CLI01274,76,19,prospect,2,web,ARA,2410.0,60-80 ans,0.5168,Engagé
CLI01275,62,11,client_inactif,3,app_mobile,NAQ,2308.0,60-80 ans,0.4332,Peu engagé
CLI01276,23,10,client_actif,2,telephone,PACA,2834.0,18-30 ans,0.4839,Peu engagé
CLI01277,54,9,client_inactif,1,agence,PACA,2303.0,45-60 ans,0.4499,Peu engagé
CLI01278,74,2,résilié,2,web,PACA,2208.0,60-80 ans,0.3038,Peu engagé
CLI01279,50,12,résilié,5,web,ARA,2420.0,45-60 ans,0.3643,Peu engagé
CLI01280,70,2,client_actif,3,agence,NAQ,4692.0,60-80 ans,0.7922,Très engagé
CLI01281,39,14,client_actif,2,telephone,BFC,4189.0,30-45 ans,0.7024,Engagé
CLI01282,38,15,client_inactif,2,web,NAQ,2585.0,30-45 ans,0.323,Peu engagé
CLI01283,23,12,prospect,4,telephone,ARA,1200.0,18-30 ans,0.3595,Peu engagé
CLI01284,23,16,client_actif,2,app_mobile,BFC,2269.0,18-30 ans,0.675,Engagé
CLI01285,72,2,prospect,1,app_mobile,IDF,3592.0,60-80 ans,0.2522,Peu engagé
CLI01286,65,19,client_actif,5,email,OCC,1391.0,60-80 ans,0.7548,Très engagé
CLI01287,21,10,client_actif,4,agence,IDF,3343.0,18-30 ans,0.7288,Engagé
CLI01288,47,20,client_actif,1,telephone,PACA,3286.0,45-60 ans,0.7812,Très engagé
CLI01289,28,18,client_actif,2,app_mobile,IDF,2816.0,18-30 ans,0.7814,Très engagé
CLI01290,79,21,client_actif,2,app_mobile,ARA,2766.0,60-80 ans,0.4876,Peu engagé
CLI01291,79,10,client_actif,1,agence,PACA,1986.0,60-80 ans,0.843,Très engagé
CLI01292,47,15,prospect,5,web,OCC,3427.0,45-60 ans,0.5035,Engagé
CLI01293,48,20,client_actif,2,app_mobile,BFC,3079.0,45-60 ans,0.7914,Très engagé
CLI01294,41,2,client_actif,4,web,BFC,2367.0,30-45 ans,0.6272,Engagé
CLI01295,72,21,client_actif,1,web,PACA,2093.0,60-80 ans,0.7729,Très engagé
CLI01296,26,5,client_actif,2,app_mobile,IDF,1726.0,18-30 ans,0.7684,Très engagé
CLI01297,72,13,client_actif,1,agence,NAQ,3134.0,60-80 ans,0.7809,Très engagé
CLI01298,20,23,client_inactif,3,telephone,NAQ,2618.0,18-30 ans,0.3859,Peu engagé
CLI01299,68,17,client_actif,2,app_mobile,BFC,2629.0,60-80 ans,0.8591,Très engagé
CLI01300,48,16,client_inactif,2,agence,NAQ,1395.0,45-60 ans,0.5018,Engagé
CLI01301,57,3,client_actif,1,web,PACA,1814.0,45-60 ans,0.6005,Engagé
CLI01302,54,22,client_actif,1,telephone,NAQ,1716.0,45-60 ans,0.8111,Très engagé
CLI01303,53,14,client_actif,1,app_mobile,ARA,3492.0,45-60 ans,0.6607,Engagé
CLI01304,41,10,prospect,1,agence,BFC,2955.0,30-45 ans,0.4,Peu engagé
CLI01305,48,2,client_actif,2,agence,OCC,2545.0,45-60 ans,0.4365,Peu engagé
CLI01306,23,2,client_actif,2,web,NAQ,3795.0,18-30 ans,0.7489,Engagé
CLI01307,19,15,client_actif,2,app_mobile,ARA,3668.0,18-30 ans,0.5635,Engagé
CLI01308,37,4,prospect,2,email,ARA,3795.0,30-45 ans,0.5903,Engagé
CLI01309,45,20,prospect,1,web,PACA,2582.0,30-45 ans,0.5044,Engagé
CLI01310,28,9,résilié,1,agence,BFC,1527.0,18-30 ans,0.3374,Peu engagé
CLI01311,21,18,client_actif,1,email,PACA,4336.0,18-30 ans,0.7095,Engagé
CLI01312,32,24,prospect,3,web,OCC,3272.0,30-45 ans,0.5102,Engagé
CLI01313,23,3,client_actif,2,telephone,OCC,3290.0,18-30 ans,0.8495,Très engagé
CLI01314,71,18,client_actif,1,telephone,IDF,3408.0,60-80 ans,0.5476,Engagé
CLI01315,66,10,client_inactif,1,agence,OCC,5287.0,60-80 ans,0.2814,Peu engagé
CLI01316,47,1,prospect,4,web,BFC,2710.0,45-60 ans,0.342,Peu engagé
CLI01317,73,9,client_actif,3,web,BFC,4093.0,60-80 ans,0.569,Engagé
CLI01318,55,10,client_inactif,3,web,PACA,2033.0,45-60 ans,0.3118,Peu engagé
CLI01319,68,24,prospect,2,telephone,ARA,3534.0,60-80 ans,0.489,Peu engagé
CLI01320,79,19,client_actif,1,telephone,IDF,4405.0,60-80 ans,0.6002,Engagé
CLI01321,74,15,résilié,5,agence,OCC,2758.0,60-80 ans,0.3139,Peu engagé
CLI01322,19,18,client_actif,3,app_mobile,ARA,1200.0,18-30 ans,0.5331,Engagé
CLI01323,32,22,client_actif,1,web,PACA,3310.0,30-45 ans,0.7244,Engagé
CLI01324,28,23,prospect,3,agence,NAQ,2605.0,18-30 ans,0.4398,Peu engagé
CLI01325,25,10,prospect,3,agence,IDF,3560.0,18-30 ans,0.6046,Engagé
CLI01326,43,13,client_actif,1,telephone,BFC,2380.0,30-45 ans,0.7967,Très engagé
CLI01327,68,1,client_inactif,2,agence,ARA,4949.0,60-80 ans,0.4736,Peu engagé
CLI01328,62,22,client_actif,1,telephone,PACA,2896.0,60-80 ans,0.7418,Engagé
CLI01329,61,4,client_inactif,1,agence,PACA,3512.0,60-80 ans,0.2197,Dormant
CLI01330,22,4,résilié,3,agence,IDF,1900.0,18-30 ans,0.3837,Peu engagé
CLI01331,23,18,client_actif,1,app_mobile,IDF,1742.0,18-30 ans,0.5158,Engagé
CLI01332,43,20,client_actif,3,telephone,OCC,1633.0,30-45 ans,0.5047,Engagé
CLI01333,71,11,client_actif,5,agence,OCC,1639.0,60-80 ans,0.6067,Engagé
CLI01334,21,17,résilié,1,app_mobile,BFC,3411.0,18-30 ans,0.3472,Peu engagé
CLI01335,36,3,client_inactif,2,web,BFC,2257.0,30-45 ans,0.3141,Peu engagé
CLI01336,37,21,prospect,3,web,IDF,1657.0,30-45 ans,0.529,Engagé
CLI01337,50,16,client_actif,3,app_mobile,IDF,2173.0,45-60 ans,0.6708,Engagé
CLI01338,37,9,client_actif,3,web,ARA,3433.0,30-45 ans,0.6972,Engagé
CLI01339,66,19,résilié,1,web,OCC,3411.0,60-80 ans,0.2344,Dormant
CLI01340,29,5,prospect,2,app_mobile,PACA,3697.0,18-30 ans,0.5537,Engagé
CLI01341,64,24,client_actif,2,web,OCC,2547.0,60-80 ans,0.7281,Engagé
CLI01342,18,13,client_inactif,5,telephone,OCC,4597.0,,0.3902,Peu engagé
CLI01343,43,10,client_actif,1,app_mobile,IDF,3774.0,30-45 ans,0.7016,Engagé
CLI01344,31,10,client_actif,4,app_mobile,IDF,1743.0,30-45 ans,0.6388,Engagé
CLI01345,55,17,prospect,1,web,OCC,3531.0,45-60 ans,0.418,Peu engagé
CLI01346,54,22,client_actif,5,web,NAQ,2817.0,45-60 ans,0.8377,Très engagé
CLI01347,79,21,client_actif,3,app_mobile,NAQ,2651.0,60-80 ans,0.5766,Engagé
CLI01348,28,17,résilié,2,telephone,BFC,2809.0,18-30 ans,0.4358,Peu engagé
CLI01349,53,23,client_actif,2,agence,OCC,2201.0,45-60 ans,0.5924,Engagé
CLI01350,30,22,client_actif,1,web,NAQ,3708.0,18-30 ans,0.6353,Engagé
CLI01351,60,10,client_actif,1,agence,BFC,2280.0,45-60 ans,0.8664,Très engagé
CLI01352,20,20,client_actif,1,web,BFC,2296.0,18-30 ans,0.5371,Engagé
CLI01353,50,11,client_actif,1,email,OCC,3484.0,45-60 ans,0.7357,Engagé
CLI01354,23,4,client_inactif,1,email,BFC,4753.0,18-30 ans,0.4233,Peu engagé
CLI01355,67,22,client_inactif,3,app_mobile,IDF,2353.0,60-80 ans,0.3493,Peu engagé
CLI01356,73,8,client_actif,2,agence,IDF,1678.0,60-80 ans,0.8462,Très engagé
CLI01357,27,24,client_actif,1,telephone,IDF,3826.0,18-30 ans,0.8384,Très engagé
CLI01358,22,8,prospect,4,agence,PACA,2976.0,18-30 ans,0.385,Peu engagé
CLI01359,40,21,résilié,2,agence,IDF,3252.0,30-45 ans,0.299,Peu engagé
CLI01360,27,9,prospect,5,email,IDF,2831.0,18-30 ans,0.5928,Engagé
CLI01361,61,21,client_inactif,3,app_mobile,OCC,3334.0,60-80 ans,0.4254,Peu engagé
CLI01362,19,18,client_actif,1,agence,NAQ,3127.0,18-30 ans,0.7754,Très engagé
CLI01363,30,0,résilié,2,telephone,NAQ,2329.0,18-30 ans,0.4018,Peu engagé
CLI01364,57,6,client_inactif,2,agence,IDF,3433.0,45-60 ans,0.4829,Peu engagé
CLI01365,19,3,client_inactif,1,agence,IDF,3250.0,18-30 ans,0.4611,Peu engagé
CLI01366,37,0,client_actif,1,web,IDF,2466.0,30-45 ans,0.5484,Engagé
CLI01367,18,14,client_actif,1,app_mobile,BFC,2644.0,,0.7526,Très engagé
CLI01368,54,7,client_actif,1,web,OCC,2093.0,45-60 ans,0.5552,Engagé
CLI01369,26,11,client_inactif,2,app_mobile,OCC,3216.0,18-30 ans,0.4767,Peu engagé
CLI01370,34,21,prospect,2,app_mobile,OCC,3226.0,30-45 ans,0.4141,Peu engagé
CLI01371,26,21,résilié,1,email,NAQ,2765.0,18-30 ans,0.2747,Peu engagé
CLI01372,28,17,client_inactif,3,agence,PACA,1775.0,18-30 ans,0.4543,Peu engagé
CLI01373,32,14,client_actif,2,agence,NAQ,1200.0,30-45 ans,0.7815,Très engagé
CLI01374,41,16,client_inactif,1,web,OCC,2592.0,30-45 ans,0.3908,Peu engagé
CLI01375,55,13,client_actif,1,telephone,ARA,3013.0,45-60 ans,0.4194,Peu engagé
CLI01376,72,13,client_actif,1,agence,PACA,3380.0,60-80 ans,0.7771,Très engagé
CLI01377,52,17,client_actif,2,agence,IDF,3820.0,45-60 ans,0.7707,Très engagé
CLI01378,47,19,client_actif,1,web,BFC,2479.0,45-60 ans,0.6686,Engagé
CLI01379,48,17,client_inactif,2,app_mobile,NAQ,1376.0,45-60 ans,0.3884,Peu engagé
CLI01380,66,15,client_actif,2,agence,BFC,2338.0,60-80 ans,0.7303,Engagé
CLI01381,22,0,client_actif,2,app_mobile,PACA,4765.0,18-30 ans,0.4908,Peu engagé
CLI01382,79,22,client_actif,1,telephone,ARA,4280.0,60-80 ans,0.6327,Engagé
CLI01383,77,10,client_inactif,1,telephone,PACA,3185.0,60-80 ans,0.3184,Peu engagé
CLI01384,61,14,prospect,2,email,NAQ,2412.0,60-80 ans,0.5432,Engagé
CLI01385,67,11,client_inactif,4,agence,OCC,2718.0,60-80 ans,0.3998,Peu engagé
CLI01386,31,7,client_actif,3,email,IDF,4343.0,30-45 ans,0.8789,Très engagé
CLI01387,70,21,client_actif,2,telephone,OCC,2989.0,60-80 ans,0.8155,Très engagé
CLI01388,73,19,client_actif,2,web,OCC,2458.0,60-80 ans,0.8216,Très engagé
CLI01389,28,5,client_actif,2,app_mobile,NAQ,3994.0,18-30 ans,0.8038,Très engagé
CLI01390,26,2,client_inactif,4,web,OCC,1200.0,18-30 ans,0.4549,Peu engagé
CLI01391,51,23,client_actif,1,web,OCC,1896.0,45-60 ans,0.6634,Engagé
CLI01392,29,12,client_inactif,5,web,NAQ,2076.0,18-30 ans,0.4894,Peu engagé
CLI01393,52,12,prospect,3,web,NAQ,3701.0,45-60 ans,0.3371,Peu engagé
CLI01394,52,1,client_actif,3,agence,ARA,2295.0,45-60 ans,0.7951,Très engagé
CLI01395,18,4,résilié,1,app_mobile,OCC,1204.0,,0.3129,Peu engagé
CLI01396,57,16,client_inactif,2,web,PACA,2177.0,45-60 ans,0.5274,Engagé
CLI01397,39,5,client_actif,2,agence,IDF,2376.0,30-45 ans,0.7176,Engagé
CLI01398,77,1,client_actif,1,telephone,BFC,2739.0,60-80 ans,0.6683,Engagé
CLI01399,46,3,client_actif,1,email,IDF,2915.0,45-60 ans,0.4896,Peu engagé
CLI01400,25,21,client_actif,4,agence,NAQ,3671.0,18-30 ans,0.7992,Très engagé
CLI01401,28,10,client_inactif,2,app_mobile,BFC,2519.0,18-30 ans,0.3694,Peu engagé
CLI01402,58,7,client_inactif,2,web,NAQ,2276.0,45-60 ans,0.4777,Peu engagé
CLI01403,54,11,client_actif,1,web,ARA,2842.0,45-60 ans,0.5318,Engagé
CLI01404,31,7,résilié,3,web,OCC,3018.0,30-45 ans,0.3922,Peu engagé
CLI01405,77,10,client_actif,3,app_mobile,NAQ,2259.0,60-80 ans,0.6468,Engagé
CLI01406,47,21,client_actif,2,email,NAQ,1267.0,45-60 ans,0.6285,Engagé
CLI01407,52,19,client_actif,2,web,IDF,2359.0,45-60 ans,0.679,Engagé
CLI01408,38,7,client_actif,2,web,OCC,3527.0,30-45 ans,0.5836,Engagé
CLI01409,54,7,client_actif,2,web,ARA,2729.0,45-60 ans,0.7416,Engagé
CLI01410,22,16,client_actif,1,agence,NAQ,3919.0,18-30 ans,0.6737,Engagé
CLI01411,36,19,client_actif,4,app_mobile,NAQ,3252.0,30-45 ans,0.8503,Très engagé
CLI01412,76,19,client_actif,2,app_mobile,NAQ,2325.0,60-80 ans,0.7283,Engagé
CLI01413,31,22,client_inactif,1,web,IDF,4122.0,30-45 ans,0.2174,Dormant
CLI01414,43,15,client_actif,2,app_mobile,NAQ,2018.0,30-45 ans,0.7599,Très engagé
CLI01415,79,13,prospect,3,web,NAQ,1292.0,60-80 ans,0.4613,Peu engagé
CLI01416,21,10,client_inactif,1,app_mobile,IDF,3110.0,18-30 ans,0.1586,Dormant
