client_id,age,anciennete_ans,statut,nb_produits,canal_principal,region,revenu_mensuel,nb_contrats_actifs,prime_totale_annuelle,produits,nb_sinistres_total,nb_interactions_total,satisfaction_moy,derniere_interaction,canaux_utilises,nb_sinistres_declares,montant_total_indemnise,dernier_sinistre,ltv_estimee
CLI00582,57,24,client_actif,2,app_mobile,NAQ,2812.0,2,762.48,"habitation, prevoyance",0,10,5.9,2024-09-13,"agence, app_mobile, email, telephone, web",0,0.0,,6100.0
CLI00583,69,18,client_actif,1,web,OCC,2009.0,1,306.52,habitation,1,8,7.12,2024-10-31,"email, web",1,10957.17,2019-05-31,0.0
CLI00584,33,3,client_actif,3,app_mobile,NAQ,2119.0,3,2601.12,"epargne, habitation, prevoyance",2,17,5.71,2024-09-24,"app_mobile, email, telephone, web",2,64656.61,2024-12-27,83236.0
CLI00585,30,16,client_actif,2,agence,NAQ,2987.0,2,875.81,"auto, habitation",0,5,7.0,2024-07-25,"agence, email",0,0.0,,30653.0
CLI00586,67,8,client_actif,5,web,OCC,1200.0,4,4779.64,"auto, epargne, habitation, prevoyance, sante",5,21,5.52,2024-12-18,"agence, app_mobile, email, web",5,112997.69,2024-07-25,0.0
CLI00587,77,23,client_actif,1,app_mobile,BFC,3560.0,1,459.17,prevoyance,2,17,6.24,2024-12-19,"agence, app_mobile, telephone, web",2,30649.54,2016-06-16,0.0
CLI00588,59,1,client_inactif,4,web,OCC,1635.0,1,4150.33,"epargne, habitation, prevoyance, sante",4,3,3.33,2024-06-13,web,4,51875.73,2024-12-10,24902.0
CLI00589,47,7,client_actif,4,app_mobile,PACA,1749.0,4,3168.94,"auto, epargne, habitation, prevoyance",0,12,6.42,2024-09-02,"app_mobile, web",0,0.0,,57041.0
CLI00590,36,14,client_actif,1,agence,NAQ,1500.0,1,1972.4,epargne,4,19,6.37,2024-12-17,"agence, telephone, web",4,78099.48,2023-03-30,57200.0
CLI00591,34,6,résilié,3,app_mobile,OCC,3042.0,0,3340.37,"epargne, prevoyance, sante",1,1,5.0,2024-09-12,app_mobile,1,17722.57,2024-02-02,103551.0
CLI00592,73,5,résilié,2,app_mobile,BFC,4118.0,0,751.34,"habitation, prevoyance",1,2,6.0,2024-10-16,app_mobile,1,6954.99,2024-12-01,0.0
CLI00593,36,0,client_actif,4,web,OCC,2678.0,3,3925.0,"auto, epargne, prevoyance, sante",2,6,4.5,2024-12-02,"agence, web",0,0.0,,113825.0
CLI00594,45,14,prospect,2,web,IDF,3193.0,1,2676.56,"auto, epargne",4,7,6.43,2024-12-06,"agence, app_mobile, email, web",4,76721.19,2024-10-05,53531.0
CLI00595,49,22,client_inactif,3,web,OCC,3285.0,1,3948.02,"epargne, prevoyance, sante",1,1,4.0,2024-07-07,web,1,881.64,2018-06-26,63168.0
CLI00596,72,6,client_inactif,2,app_mobile,PACA,3467.0,1,814.36,"auto, habitation",2,3,5.0,2024-11-07,"app_mobile, email, web",2,13811.64,2024-08-03,0.0
CLI00597,43,24,résilié,1,app_mobile,ARA,1897.0,0,534.96,auto,1,1,9.0,2023-08-29,app_mobile,1,2848.71,2023-01-20,11769.0
CLI00598,54,16,client_inactif,1,telephone,IDF,4234.0,1,706.91,auto,1,4,6.5,2024-11-08,"agence, email, telephone, web",1,3951.0,2023-11-21,7776.0
CLI00599,43,1,client_actif,2,web,ARA,2499.0,2,766.8,"auto, habitation",1,23,6.3,2024-11-21,"agence, app_mobile, email, telephone, web",1,5869.01,2024-09-10,16870.0
CLI00600,70,8,client_actif,3,app_mobile,PACA,3053.0,3,3098.79,"epargne, habitation, prevoyance",4,21,6.38,2024-11-08,"app_mobile, email, telephone, web",4,26918.69,2024-10-19,0.0
CLI00601,49,8,prospect,2,app_mobile,ARA,2665.0,1,831.02,"habitation, prevoyance",1,1,7.0,2023-02-14,agence,1,11910.42,2022-06-29,13296.0
CLI00602,40,12,client_actif,3,app_mobile,OCC,2399.0,3,3340.28,"auto, epargne, prevoyance",3,12,7.5,2024-12-14,"app_mobile, telephone",3,49313.2,2023-09-04,83507.0
CLI00603,26,5,client_actif,1,telephone,ARA,3646.0,1,248.94,habitation,4,5,6.8,2024-09-23,"agence, email, telephone",4,32068.51,2024-09-15,9709.0
CLI00604,29,5,client_actif,2,web,NAQ,3372.0,2,1926.1,"auto, sante",0,6,7.0,2024-12-16,"telephone, web",0,0.0,,69340.0
CLI00605,70,19,client_actif,1,web,PACA,1200.0,1,225.98,habitation,4,13,6.31,2024-08-31,"app_mobile, email, telephone, web",4,41330.2,2017-02-20,0.0
CLI00606,18,19,client_inactif,3,agence,NAQ,3177.0,0,1761.18,"habitation, prevoyance, sante",0,2,6.5,2024-03-17,agence,0,0.0,,82775.0
CLI00607,75,20,client_actif,5,web,ARA,4688.0,4,4771.4,"auto, epargne, habitation, prevoyance, sante",9,16,6.5,2024-10-10,"agence, app_mobile, email, telephone, web",9,56445.14,2024-07-26,0.0
CLI00608,75,2,client_actif,2,web,NAQ,2967.0,1,2670.97,"auto, epargne",1,10,7.1,2024-12-27,"agence, app_mobile, email, web",1,13794.31,2024-09-24,0.0
CLI00609,18,16,prospect,1,web,IDF,2340.0,1,331.83,habitation,1,7,7.14,2024-05-05,"app_mobile, email, telephone, web",1,8987.95,2015-03-11,15596.0
CLI00610,64,16,client_actif,1,web,ARA,2455.0,1,1918.18,epargne,0,19,6.05,2024-12-02,"agence, app_mobile, telephone, web",0,0.0,,1918.0
CLI00611,51,11,client_inactif,3,agence,BFC,2294.0,3,3500.28,"auto, epargne, prevoyance",0,3,5.33,2023-11-29,"app_mobile, email, web",0,0.0,,49004.0
CLI00612,49,15,client_actif,2,web,NAQ,1766.0,2,1520.21,"habitation, sante",1,13,6.46,2024-12-17,"agence, email, telephone, web",1,2227.27,2022-11-26,24323.0
CLI00613,79,14,résilié,3,app_mobile,OCC,2634.0,0,2146.59,"auto, prevoyance, sante",4,2,6.0,2024-12-08,app_mobile,4,43155.78,2024-09-17,0.0
CLI00614,71,12,client_actif,1,app_mobile,ARA,2630.0,1,255.89,habitation,2,11,7.0,2024-12-28,"app_mobile, email",2,6675.75,2024-12-05,0.0
CLI00615,65,22,client_actif,3,app_mobile,BFC,3340.0,3,1325.63,"auto, habitation, prevoyance",6,15,6.33,2024-12-09,"app_mobile, web",6,28896.44,2024-12-03,0.0
CLI00616,42,0,client_actif,3,email,IDF,2330.0,2,1820.47,"habitation, prevoyance, sante",1,16,5.12,2024-12-26,"agence, app_mobile, email, telephone",0,0.0,,41871.0
CLI00617,57,16,client_actif,1,web,OCC,4610.0,1,1952.87,epargne,1,11,6.09,2024-09-21,"app_mobile, telephone, web",1,45851.95,2021-11-10,15623.0
CLI00618,62,2,client_inactif,2,email,ARA,2814.5,1,3062.05,"epargne, sante",0,4,6.75,2024-12-19,"agence, app_mobile, email",0,0.0,,9186.0
CLI00619,70,14,client_actif,1,app_mobile,OCC,2933.0,1,465.27,prevoyance,0,6,5.83,2024-12-24,"app_mobile, email, telephone",0,0.0,,0.0
CLI00620,18,3,client_inactif,2,agence,ARA,2127.0,1,2301.52,"epargne, habitation",4,1,9.0,2023-03-18,agence,4,41084.85,2023-12-22,108171.0
CLI00621,33,3,client_actif,4,app_mobile,ARA,2315.0,3,3520.45,"epargne, habitation, prevoyance, sante",1,8,5.0,2024-04-05,"agence, app_mobile",1,2540.56,2024-11-13,112654.0
CLI00622,78,17,client_inactif,2,app_mobile,PACA,2548.0,1,2507.8,"epargne, prevoyance",1,4,6.5,2024-12-28,app_mobile,1,18093.11,2024-08-28,0.0
CLI00623,56,16,prospect,3,telephone,NAQ,2983.0,3,3198.06,"auto, epargne, habitation",3,5,6.8,2024-05-30,"app_mobile, telephone",3,35071.72,2024-07-14,28783.0
CLI00624,22,18,client_inactif,2,telephone,ARA,3523.0,2,3190.3,"epargne, sante",3,2,7.5,2024-05-12,telephone,3,31456.56,2024-08-08,137183.0
CLI00625,39,10,client_actif,1,web,IDF,2381.0,1,673.34,auto,0,24,6.0,2024-10-23,"agence, app_mobile, email, telephone, web",0,0.0,,17507.0
CLI00626,46,19,client_actif,2,web,BFC,1453.0,2,2468.99,"epargne, habitation",1,24,5.75,2024-10-06,"app_mobile, email, telephone, web",1,44375.19,2017-03-10,46911.0
CLI00627,72,2,client_actif,2,app_mobile,NAQ,4033.0,1,2534.17,"auto, epargne",4,23,5.78,2024-12-22,"agence, app_mobile, email, web",4,58070.73,2024-10-29,0.0
CLI00628,20,7,résilié,2,telephone,PACA,1921.0,0,2125.97,"epargne, prevoyance",4,3,7.33,2024-10-31,"telephone, web",4,99848.91,2024-01-30,95669.0
CLI00629,29,13,prospect,1,web,NAQ,2578.0,1,1149.61,sante,0,7,5.43,2024-08-06,"agence, web",0,0.0,,41386.0
CLI00630,43,0,client_actif,2,agence,NAQ,2850.0,2,1630.41,"prevoyance, sante",1,6,6.5,2024-05-17,"agence, email",0,0.0,,35869.0
CLI00631,33,13,client_inactif,1,agence,ARA,2708.0,0,315.28,habitation,1,1,8.0,2023-12-09,agence,1,1315.67,2017-02-26,10089.0
CLI00632,68,1,client_actif,1,agence,IDF,1529.0,1,251.32,habitation,0,19,6.79,2024-11-25,"agence, app_mobile, email, web",0,0.0,,0.0
CLI00633,54,22,client_actif,2,app_mobile,ARA,3576.0,1,1682.0,"habitation, sante",0,17,5.35,2024-12-11,"app_mobile, email",0,0.0,,18502.0
CLI00634,39,3,client_actif,1,app_mobile,IDF,1200.0,1,273.19,habitation,1,12,5.75,2024-12-26,"agence, app_mobile, email, telephone, web",1,3448.77,2023-09-27,7103.0
CLI00635,74,23,client_actif,4,email,IDF,3682.0,4,4360.07,"auto, epargne, habitation, sante",6,23,6.22,2024-12-13,"app_mobile, email, web",6,132225.04,2024-05-01,0.0
CLI00636,46,18,résilié,2,agence,OCC,3841.0,0,2487.76,"auto, epargne",0,2,4.5,2023-09-11,"email, web",0,0.0,,47267.0
CLI00637,31,5,client_inactif,3,agence,ARA,3613.0,2,3512.43,"epargne, prevoyance, sante",2,3,7.33,2023-06-04,"agence, telephone",2,94257.33,2024-11-05,119423.0
CLI00638,45,24,client_actif,2,web,PACA,2526.0,2,2126.66,"auto, sante",0,7,5.29,2024-08-18,"app_mobile, telephone, web",0,0.0,,42533.0
CLI00639,22,0,résilié,3,agence,BFC,2916.0,0,2387.73,"auto, habitation, sante",3,2,7.0,2024-02-05,"agence, telephone",1,109.89,2024-12-31,102672.0
CLI00640,64,16,client_actif,1,web,NAQ,2198.0,1,1419.38,sante,0,17,6.53,2024-11-12,"agence, app_mobile, email, web",0,0.0,,1419.0
CLI00641,66,7,prospect,4,web,OCC,2862.0,2,3157.61,"auto, epargne, habitation, prevoyance",4,2,5.5,2024-11-15,web,4,53021.18,2024-05-28,0.0
CLI00642,47,18,client_actif,2,agence,PACA,3366.0,1,3520.51,"epargne, sante",0,22,6.77,2024-10-28,"agence, email, telephone",0,0.0,,63369.0
CLI00643,63,20,client_actif,3,app_mobile,BFC,1814.0,1,1973.88,"auto, habitation, sante",1,10,6.7,2024-11-28,"agence, app_mobile, web",1,2640.9,2024-11-02,3948.0
CLI00644,79,0,client_actif,2,agence,BFC,2679.0,2,3512.23,"epargne, sante",1,21,7.05,2024-11-04,"agence, app_mobile, email, web",0,0.0,,0.0
CLI00645,69,4,résilié,1,web,ARA,2371.0,0,1105.09,sante,0,2,5.0,2023-12-26,"email, web",0,0.0,,0.0
CLI00646,22,15,client_inactif,3,app_mobile,NAQ,2812.0,1,3699.43,"epargne, habitation, sante",3,2,4.5,2024-08-12,"telephone, web",3,77642.24,2024-05-08,159075.0
CLI00647,29,5,client_actif,1,app_mobile,ARA,1953.0,1,710.17,auto,1,22,5.91,2024-12-17,"app_mobile, email, telephone",1,6056.63,2024-11-30,25566.0
CLI00648,33,7,client_actif,2,app_mobile,BFC,3364.0,2,957.28,"auto, habitation",1,14,6.0,2024-12-30,"agence, app_mobile, email",1,1739.94,2020-12-21,30633.0
CLI00649,43,12,client_inactif,1,web,ARA,2753.0,1,232.84,habitation,1,2,6.5,2024-10-30,web,1,10554.73,2024-06-26,5122.0
CLI00650,43,15,résilié,2,agence,OCC,2688.0,0,1174.38,"auto, prevoyance",0,3,8.0,2024-08-07,"agence, telephone",0,0.0,,25836.0
CLI00651,65,2,client_inactif,5,telephone,PACA,3390.0,2,4680.82,"auto, epargne, habitation, prevoyance, sante",5,1,8.0,2024-01-31,telephone,5,40105.32,2024-12-14,0.0
CLI00652,38,18,client_actif,2,web,BFC,2454.0,2,750.63,"habitation, prevoyance",1,13,6.15,2024-10-03,"agence, email, telephone, web",1,9807.68,2015-01-08,20267.0
CLI00653,56,11,client_inactif,3,web,OCC,2893.0,1,3523.03,"epargne, prevoyance, sante",1,3,5.67,2024-08-08,web,1,1475.85,2023-11-03,31707.0
CLI00654,53,15,client_actif,2,agence,NAQ,3800.0,2,2047.85,"auto, sante",1,12,6.83,2024-10-26,"agence, app_mobile, email, web",1,7564.51,2023-12-02,24574.0
CLI00655,50,10,client_actif,2,agence,OCC,2101.0,2,2572.42,"auto, epargne",0,16,7.12,2024-12-16,"agence, telephone, web",0,0.0,,38586.0
CLI00656,79,9,prospect,4,agence,NAQ,3044.0,2,3683.57,"epargne, habitation, prevoyance, sante",4,4,8.0,2024-10-12,agence,4,48455.75,2021-06-18,0.0
CLI00657,47,24,prospect,4,agence,IDF,3593.0,4,3764.61,"epargne, habitation, prevoyance, sante",5,1,6.0,2023-08-17,agence,5,41840.76,2024-01-28,67763.0
CLI00658,54,19,client_actif,3,app_mobile,IDF,3220.0,2,2563.31,"auto, prevoyance, sante",0,8,6.75,2024-12-12,"app_mobile, email",0,0.0,,28196.0
CLI00659,40,3,client_actif,1,app_mobile,IDF,3953.0,1,476.04,prevoyance,1,8,5.88,2024-09-18,"agence, app_mobile, web",1,3783.15,2023-09-18,11901.0
CLI00660,75,11,prospect,2,web,NAQ,2692.0,2,1501.77,"prevoyance, sante",0,7,6.0,2024-05-27,"email, web",0,0.0,,0.0
CLI00661,27,22,client_inactif,1,web,BFC,3404.0,1,485.35,prevoyance,2,3,5.33,2024-01-15,web,2,19489.72,2019-01-21,18443.0
CLI00662,71,1,prospect,2,agence,BFC,3792.0,2,2968.63,"auto, epargne",2,3,5.0,2023-11-08,"agence, app_mobile",2,42506.06,2024-12-15,0.0
CLI00663,22,23,client_actif,2,web,NAQ,1278.0,2,3111.17,"epargne, sante",1,17,5.65,2024-12-13,"app_mobile, email, telephone, web",1,1439.04,2019-01-13,133780.0
CLI00664,53,21,client_actif,3,telephone,IDF,2434.0,1,3979.51,"epargne, prevoyance, sante",1,18,6.5,2024-12-28,"app_mobile, telephone, web",1,13640.77,2020-08-04,47754.0
CLI00665,51,18,résilié,4,telephone,IDF,3141.0,0,4422.68,"auto, epargne, prevoyance, sante",1,3,7.33,2024-11-17,telephone,1,5407.72,2023-10-22,61918.0
CLI00666,69,24,client_actif,2,telephone,PACA,3629.0,2,2276.37,"auto, epargne",0,22,7.27,2024-10-17,"agence, app_mobile, email, telephone, web",0,0.0,,0.0
CLI00667,48,4,prospect,1,telephone,PACA,3019.0,1,1227.87,sante,1,1,6.0,2024-08-21,agence,1,960.94,2022-08-13,20874.0
CLI00668,27,7,client_actif,4,app_mobile,ARA,4057.0,4,4137.65,"auto, epargne, prevoyance, sante",1,24,5.62,2024-12-12,"agence, app_mobile, email, telephone, web",1,26370.5,2021-08-03,157231.0
CLI00669,75,6,client_inactif,1,telephone,OCC,2319.0,1,1147.97,sante,0,3,6.0,2024-05-29,"telephone, web",0,0.0,,0.0
CLI00670,36,13,résilié,2,web,PACA,1689.0,0,2270.44,"auto, epargne",4,1,7.0,2023-06-20,web,4,128307.8,2024-11-04,65843.0
CLI00671,75,23,client_actif,1,web,PACA,3515.0,0,239.31,habitation,1,14,5.14,2024-11-29,"agence, app_mobile, email, telephone, web",1,2282.54,2024-07-05,0.0
CLI00672,49,22,client_actif,2,agence,PACA,2698.0,2,619.61,"habitation, prevoyance",2,22,6.36,2024-12-22,"agence, app_mobile, email, telephone, web",2,9107.21,2022-09-11,9914.0
CLI00673,18,2,résilié,5,web,PACA,2046.0,0,4601.09,"auto, epargne, habitation, prevoyance, sante",5,3,6.67,2024-03-28,"telephone, web",5,39695.54,2024-11-02,216251.0
CLI00674,73,17,client_actif,1,email,NAQ,4338.0,1,530.96,auto,2,17,6.24,2024-12-24,"email, telephone, web",2,6703.61,2024-03-02,0.0
CLI00675,22,15,client_actif,2,agence,ARA,3472.0,2,2769.24,"epargne, prevoyance",3,22,6.45,2024-11-10,"agence, app_mobile, email, telephone",3,60631.98,2024-02-27,119077.0
CLI00676,62,22,client_actif,1,agence,PACA,3386.0,0,1338.61,sante,0,5,7.0,2024-06-25,"agence, email, telephone",0,0.0,,4016.0
CLI00677,21,18,prospect,4,web,BFC,4234.0,3,4512.73,"auto, epargne, habitation, sante",1,2,6.0,2024-10-31,"app_mobile, web",1,11955.22,2021-01-04,198560.0
CLI00678,33,18,client_actif,4,agence,OCC,2452.0,4,2358.6,"auto, habitation, prevoyance, sante",6,20,6.9,2024-12-19,"agence, app_mobile, email, telephone, web",6,32122.6,2022-10-28,75475.0
CLI00679,41,17,client_actif,1,web,PACA,4072.0,1,470.22,prevoyance,0,11,6.64,2024-09-14,"agence, web",0,0.0,,11285.0
CLI00680,33,19,client_actif,1,telephone,NAQ,3177.0,1,1214.8,sante,0,20,6.75,2024-11-12,"agence, app_mobile, email, telephone, web",0,0.0,,38874.0
CLI00681,72,15,résilié,2,web,BFC,2269.0,0,990.12,"auto, prevoyance",2,3,7.67,2024-03-13,web,2,18863.03,2024-09-03,0.0
CLI00682,19,7,client_actif,1,agence,IDF,2794.0,0,1085.88,sante,2,11,7.27,2024-09-17,agence,2,2792.54,2020-09-05,49950.0
CLI00683,66,0,client_inactif,3,web,IDF,2968.0,1,3462.55,"epargne, prevoyance, sante",2,2,7.0,2023-08-09,agence,2,57449.53,2024-12-31,0.0
CLI00684,45,16,prospect,1,web,ARA,3801.0,1,1676.12,epargne,0,2,8.0,2024-05-06,"agence, web",0,0.0,,33522.0
CLI00685,49,11,client_actif,1,app_mobile,IDF,1585.0,1,261.4,habitation,0,22,6.73,2024-12-02,"agence, app_mobile, telephone",0,0.0,,4182.0
CLI00686,44,20,prospect,3,web,PACA,1226.0,2,1316.88,"auto, habitation, prevoyance",0,5,8.0,2024-10-15,"telephone, web",0,0.0,,27654.0
CLI00687,37,10,résilié,1,agence,NAQ,2091.0,0,255.64,habitation,3,1,9.0,2023-07-24,agence,3,31503.34,2023-07-22,7158.0
CLI00688,41,4,client_inactif,4,web,ARA,2739.0,1,4013.0,"auto, epargne, habitation, sante",6,1,4.0,2023-02-07,web,6,43327.96,2024-11-12,96312.0
CLI00689,29,11,client_actif,1,web,BFC,3443.0,0,361.01,prevoyance,0,15,6.4,2024-12-09,"email, web",0,0.0,,12996.0
CLI00690,67,16,client_inactif,1,app_mobile,PACA,2388.0,1,2082.85,epargne,2,2,4.5,2023-12-31,app_mobile,2,84928.65,2022-03-08,0.0
CLI00691,52,5,client_actif,5,web,IDF,3175.0,5,4949.65,"auto, epargne, habitation, prevoyance, sante",3,7,6.0,2024-12-07,"agence, app_mobile, telephone, web",3,16855.83,2024-09-25,64345.0
CLI00692,77,0,résilié,2,app_mobile,OCC,4243.0,0,3011.95,"epargne, sante",0,2,5.0,2024-06-29,app_mobile,0,0.0,,0.0
CLI00693,50,4,client_inactif,3,telephone,PACA,1271.0,1,3032.23,"epargne, habitation, prevoyance",0,4,5.75,2024-11-10,"agence, email, telephone",0,0.0,,45483.0
CLI00694,50,24,résilié,1,web,OCC,2678.0,0,292.24,habitation,1,3,6.67,2024-08-19,"agence, web",1,1671.35,2016-08-24,4384.0
CLI00695,78,13,client_actif,2,web,BFC,4978.0,2,2626.22,"auto, epargne",0,16,6.5,2024-10-16,"agence, email, telephone, web",0,0.0,,0.0
CLI00696,68,4,prospect,3,web,OCC,2160.0,1,3433.92,"epargne, habitation, sante",2,4,4.75,2024-09-24,"email, web",2,65946.37,2024-09-04,0.0
CLI00697,60,21,client_actif,1,app_mobile,BFC,2065.0,1,1414.71,sante,0,14,5.5,2024-12-07,"agence, app_mobile, web",0,0.0,,7074.0
CLI00698,54,23,prospect,3,app_mobile,ARA,3269.0,1,2119.57,"auto, habitation, sante",3,4,7.25,2024-12-14,"app_mobile, email",3,19530.93,2023-02-23,23315.0
CLI00699,29,0,client_actif,2,app_mobile,NAQ,2323.0,2,2593.25,"epargne, habitation",0,17,6.18,2024-12-07,"agence, app_mobile, email, web",0,0.0,,93357.0
CLI00700,20,17,client_actif,2,agence,IDF,3768.0,2,2357.27,"epargne, habitation",3,15,6.47,2024-11-23,"agence, app_mobile, email, telephone, web",3,59503.48,2024-08-17,106077.0
CLI00701,18,15,client_actif,2,web,IDF,5028.0,2,1628.97,"habitation, sante",1,14,5.93,2024-12-24,"agence, telephone, web",1,2408.08,2021-09-08,76562.0
CLI00702,50,8,prospect,2,app_mobile,PACA,2774.0,1,1470.33,"habitation, sante",1,5,6.8,2024-09-11,app_mobile,1,1357.08,2024-04-29,22055.0
CLI00703,57,18,client_actif,1,app_mobile,IDF,5264.0,1,423.02,prevoyance,0,24,6.29,2024-12-11,"agence, app_mobile, email, telephone, web",0,0.0,,3384.0
CLI00704,27,21,client_actif,2,agence,ARA,2392.0,2,2743.65,"auto, epargne",2,24,6.96,2024-12-12,"agence, app_mobile, email, telephone, web",2,48119.14,2019-12-21,104259.0
CLI00705,60,4,résilié,1,email,IDF,2649.0,0,241.83,habitation,0,3,6.0,2024-08-20,email,0,0.0,,1209.0
CLI00706,61,1,client_actif,2,app_mobile,PACA,1936.0,2,2606.3,"auto, epargne",0,10,6.9,2024-12-09,"app_mobile, email, telephone",0,0.0,,10425.0
CLI00707,46,14,client_actif,3,email,IDF,2395.0,3,3241.35,"auto, epargne, habitation",2,21,5.38,2024-12-20,"agence, app_mobile, email, telephone, web",2,26808.38,2024-12-10,61586.0
CLI00708,30,6,client_inactif,2,web,NAQ,2585.0,0,2118.65,"auto, sante",0,2,7.5,2024-01-03,web,0,0.0,,74153.0
CLI00709,29,3,client_actif,4,web,BFC,3173.0,4,3676.39,"auto, epargne, prevoyance, sante",2,22,6.32,2024-12-11,"agence, app_mobile, email, telephone, web",2,9271.04,2024-12-15,132350.0
CLI00710,48,0,client_actif,1,web,OCC,1679.0,0,381.88,prevoyance,0,15,6.0,2024-12-24,"agence, email, telephone, web",0,0.0,,6492.0
CLI00711,63,12,client_actif,2,app_mobile,OCC,2334.0,2,701.55,"habitation, prevoyance",5,7,6.14,2024-08-01,"agence, app_mobile, email",5,46820.9,2022-12-22,1403.0
CLI00712,19,19,client_actif,3,web,BFC,2357.0,3,1404.03,"auto, habitation, prevoyance",0,18,6.61,2024-09-08,"agence, app_mobile, web",0,0.0,,64585.0
CLI00713,78,21,résilié,2,web,NAQ,3604.0,0,738.47,"habitation, prevoyance",1,1,6.0,2023-12-25,web,1,11521.87,2019-02-11,0.0
CLI00714,68,6,prospect,2,app_mobile,NAQ,2905.0,1,2358.38,"auto, epargne",1,1,3.0,2023-03-27,app_mobile,1,3983.56,2021-04-04,0.0
CLI00715,67,14,client_actif,1,web,ARA,2905.0,1,395.76,prevoyance,0,22,6.64,2024-12-21,"agence, app_mobile, telephone, web",0,0.0,,0.0
CLI00716,52,22,prospect,2,web,PACA,2875.0,1,2167.4,"epargne, prevoyance",0,7,5.43,2024-11-24,"email, telephone, web",0,0.0,,28176.0
CLI00717,40,13,client_actif,1,web,NAQ,1230.0,1,610.42,auto,0,11,4.91,2024-08-23,"app_mobile, email, web",0,0.0,,15260.0
CLI00718,34,22,client_inactif,5,telephone,PACA,4247.0,2,4421.96,"auto, epargne, habitation, prevoyance, sante",2,2,7.0,2024-08-31,"app_mobile, telephone",2,5262.67,2024-10-06,137081.0
CLI00719,43,18,client_actif,1,web,ARA,1968.0,1,1072.91,sante,0,5,6.2,2024-12-07,"app_mobile, email, web",0,0.0,,23604.0
CLI00720,25,21,prospect,4,agence,NAQ,3601.0,4,4211.57,"auto, epargne, habitation, sante",2,5,5.6,2024-10-13,"agence, web",2,7793.63,2015-01-30,168463.0
CLI00721,46,23,client_actif,3,agence,IDF,2597.0,2,2779.31,"auto, epargne, prevoyance",2,6,6.67,2024-07-25,"agence, telephone",2,19335.91,2023-03-28,52807.0
CLI00722,43,19,prospect,1,app_mobile,ARA,2250.0,1,465.76,prevoyance,0,5,6.0,2024-09-22,"app_mobile, email",0,0.0,,10247.0
CLI00723,27,23,prospect,2,web,OCC,3739.0,2,970.9,"auto, prevoyance",0,2,7.5,2024-07-02,web,0,0.0,,36894.0
CLI00724,43,17,client_inactif,3,app_mobile,NAQ,1726.0,0,2080.65,"habitation, prevoyance, sante",4,4,6.25,2024-07-27,"app_mobile, web",4,22179.81,2023-11-19,45774.0
CLI00725,79,9,client_inactif,4,app_mobile,ARA,1802.0,3,4600.82,"auto, epargne, prevoyance, sante",1,4,6.75,2024-11-16,"app_mobile, telephone",1,11894.07,2019-07-27,0.0
CLI00726,51,8,résilié,1,app_mobile,ARA,2942.0,0,1920.59,epargne,0,1,6.0,2024-04-11,app_mobile,0,0.0,,26888.0
CLI00727,68,24,client_inactif,1,web,NAQ,2969.0,1,581.46,auto,0,4,8.25,2024-12-14,"app_mobile, web",0,0.0,,0.0
CLI00728,58,7,client_actif,1,web,OCC,3538.0,1,1773.04,epargne,0,15,5.87,2024-12-20,"agence, app_mobile, web",0,0.0,,12411.0
CLI00729,24,9,prospect,1,telephone,BFC,3445.0,1,754.98,auto,0,4,7.25,2024-12-31,"agence, app_mobile, telephone",0,0.0,,30954.0
CLI00730,21,16,client_inactif,2,app_mobile,OCC,2738.0,0,2693.29,"auto, epargne",0,1,5.0,2024-03-06,app_mobile,0,0.0,,118505.0
CLI00731,75,1,client_inactif,4,agence,ARA,2894.0,2,4070.28,"auto, epargne, habitation, sante",1,3,6.0,2024-07-19,agence,1,35811.89,2024-11-16,0.0
CLI00732,70,5,client_inactif,2,app_mobile,PACA,2669.0,1,2655.19,"epargne, prevoyance",1,4,4.5,2024-07-30,"agence, app_mobile",1,6976.46,2024-01-09,0.0
CLI00733,67,4,client_actif,3,telephone,BFC,4076.0,2,1873.23,"auto, habitation, sante",0,13,6.15,2024-10-29,"agence, telephone, web",0,0.0,,0.0
CLI00734,62,8,client_actif,2,app_mobile,BFC,1916.0,2,2153.41,"epargne, habitation",2,19,5.42,2024-12-23,"agence, app_mobile, telephone",2,23571.54,2024-12-25,6460.0
CLI00735,28,4,client_inactif,2,app_mobile,ARA,2828.0,0,683.27,"habitation, prevoyance",0,4,7.0,2024-04-30,"agence, app_mobile, email",0,0.0,,25281.0
CLI00736,46,17,client_inactif,1,telephone,NAQ,3493.0,0,514.01,prevoyance,0,3,7.0,2024-04-06,"agence, telephone, web",0,0.0,,9766.0
CLI00737,73,19,résilié,3,agence,NAQ,3799.0,0,2005.08,"habitation, prevoyance, sante",0,3,8.33,2024-05-27,agence,0,0.0,,0.0
CLI00738,53,8,client_actif,4,web,NAQ,2199.0,4,4402.58,"epargne, habitation, prevoyance, sante",2,14,4.57,2024-09-13,"app_mobile, telephone, web",2,9799.96,2024-10-24,52831.0
CLI00739,42,16,client_actif,3,web,OCC,1927.0,2,2335.95,"auto, prevoyance, sante",1,17,5.88,2024-11-25,"agence, app_mobile, email, telephone, web",1,566.91,2022-05-19,53727.0
CLI00740,38,16,client_actif,1,agence,IDF,1683.0,0,2290.52,epargne,0,16,6.75,2024-09-22,"agence, app_mobile, email, telephone, web",0,0.0,,61844.0
