client_id,age,anciennete_ans,statut,nb_produits,canal_principal,region,revenu_mensuel
CLI01066,22,23,client_actif,3,agence,NAQ,3052.0
CLI01067,47,16,client_actif,1,web,OCC,2106.0
CLI01068,47,6,prospect,5,app_mobile,PACA,4879.0
CLI01069,76,12,client_actif,1,telephone,NAQ,3605.0
CLI01070,74,4,résilié,4,web,IDF,4562.0
CLI01071,34,16,résilié,4,agence,ARA,3610.0
CLI01072,65,2,client_inactif,3,email,BFC,1375.0
CLI01073,64,6,prospect,2,agence,OCC,1751.0
CLI01074,40,16,client_actif,1,email,PACA,2340.0
CLI01075,32,6,client_actif,2,agence,BFC,1724.0
CLI01076,54,20,client_actif,2,web,ARA,3773.0
CLI01077,38,0,résilié,3,telephone,PACA,2657.0
CLI01078,31,16,client_actif,3,web,OCC,2985.0
CLI01079,19,16,prospect,4,app_mobile,BFC,4039.0
CLI01080,28,10,résilié,1,web,NAQ,4534.0
CLI01081,68,24,résilié,3,web,IDF,2556.0
CLI01082,56,2,prospect,4,app_mobile,OCC,1572.0
CLI01083,55,14,client_actif,3,app_mobile,ARA,1731.0
CLI01084,77,20,client_actif,1,agence,NAQ,3834.0
CLI01085,51,10,client_actif,1,telephone,BFC,3039.0
CLI01086,55,15,client_actif,1,web,PACA,1999.0
CLI01087,67,24,client_actif,2,web,NAQ,3437.0
CLI01088,51,21,résilié,2,agence,NAQ,1831.0
CLI01089,35,8,client_actif,5,agence,ARA,1205.0
CLI01090,47,23,prospect,2,telephone,IDF,1200.0
CLI01091,32,23,client_actif,1,web,NAQ,1499.0
CLI01092,44,0,client_actif,2,telephone,NAQ,3842.0
CLI01093,68,24,client_inactif,3,app_mobile,IDF,2618.0
CLI01094,51,21,client_actif,4,agence,IDF,2770.0
CLI01095,69,15,client_actif,3,web,PACA,2968.0
CLI01096,74,8,client_actif,2,app_mobile,BFC,1891.0
CLI01097,55,18,client_inactif,2,web,PACA,2368.0
CLI01098,50,11,client_actif,4,web,IDF,2455.0
CLI01099,41,18,client_inactif,2,app_mobile,OCC,1962.0
CLI01100,32,21,client_actif,1,telephone,IDF,2363.0
CLI01101,77,8,client_actif,1,agence,PACA,2691.0
CLI01102,47,6,client_actif,1,app_mobile,ARA,2577.0
CLI01103,72,13,résilié,3,app_mobile,ARA,3190.0
CLI01104,59,18,résilié,1,app_mobile,BFC,2363.0
CLI01105,68,18,client_actif,1,email,NAQ,4190.0
CLI01106,34,1,client_actif,1,app_mobile,ARA,1871.0
CLI01107,22,8,prospect,2,web,PACA,2323.0
CLI01108,46,12,client_actif,2,web,ARA,3155.0
CLI01109,21,14,client_actif,3,agence,OCC,3356.0
CLI01110,27,2,résilié,1,app_mobile,IDF,1714.0
CLI01111,73,10,résilié,1,web,IDF,2708.0
CLI01112,34,20,client_actif,2,telephone,PACA,3520.0
CLI01113,27,13,client_actif,1,agence,NAQ,1358.0
CLI01114,34,24,client_inactif,1,agence,IDF,2721.0
CLI01115,77,7,client_inactif,1,web,ARA,1462.0
CLI01116,37,17,prospect,4,app_mobile,OCC,2068.0
CLI01117,41,18,client_actif,3,telephone,NAQ,2877.0
CLI01118,22,15,client_actif,1,telephone,NAQ,2604.0
CLI01119,51,1,client_actif,1,web,NAQ,1773.0
CLI01120,23,7,client_actif,5,web,IDF,3899.0
CLI01121,70,21,prospect,3,app_mobile,BFC,2500.0
CLI01122,19,5,client_actif,2,app_mobile,NAQ,3295.0
CLI01123,30,11,client_actif,3,agence,PACA,4152.0
CLI01124,79,14,prospect,3,email,ARA,2191.0
CLI01125,60,24,client_actif,3,app_mobile,BFC,3354.0
CLI01126,60,7,client_inactif,2,web,OCC,3174.0
CLI01127,65,3,client_inactif,2,telephone,ARA,1549.0
CLI01128,28,14,client_actif,1,web,PACA,3887.0
CLI01129,68,19,client_actif,4,email,PACA,2891.0
CLI01130,64,24,résilié,2,agence,BFC,2320.0
CLI01131,74,16,client_actif,1,telephone,ARA,1342.0
CLI01132,40,12,client_actif,4,web,IDF,1653.0
CLI01133,72,17,client_actif,4,web,PACA,2702.0
CLI01134,33,1,client_actif,5,app_mobile,NAQ,1596.0
CLI01135,48,12,client_actif,4,app_mobile,OCC,3369.0
CLI01136,28,12,résilié,5,web,OCC,2459.0
CLI01137,71,21,client_actif,1,email,PACA,1395.0
CLI01138,33,14,client_actif,3,telephone,NAQ,2203.0
CLI01139,25,19,résilié,3,agence,ARA,1843.0
CLI01140,21,9,prospect,1,web,OCC,1698.0
CLI01141,57,2,client_actif,1,agence,NAQ,1200.0
CLI01142,21,18,client_actif,5,agence,NAQ,2890.0
CLI01143,73,2,client_actif,1,app_mobile,IDF,1942.0
CLI01144,42,21,prospect,4,telephone,PACA,4489.0
CLI01145,20,13,client_actif,1,web,NAQ,3693.0
CLI01146,49,7,client_actif,1,web,ARA,4268.0
CLI01147,20,22,client_actif,2,web,OCC,3444.0
CLI01148,44,3,client_actif,1,agence,IDF,2274.0
CLI01149,46,19,client_actif,3,agence,ARA,3092.0
CLI01150,49,10,prospect,2,web,OCC,2528.0
CLI01151,67,10,client_actif,1,web,PACA,3107.0
CLI01152,78,10,prospect,1,web,ARA,3602.0
CLI01153,75,1,résilié,2,web,OCC,3338.0
CLI01154,68,16,client_actif,1,app_mobile,IDF,2808.0
CLI01155,36,8,client_actif,3,web,OCC,2859.0
CLI01156,38,1,client_inactif,2,web,NAQ,2998.0
CLI01157,22,23,client_actif,1,telephone,IDF,3795.0
CLI01158,35,14,client_actif,2,app_mobile,ARA,2359.0
CLI01159,45,15,client_inactif,1,agence,BFC,2567.0
CLI01160,59,24,client_inactif,1,web,PACA,2343.0
CLI01161,78,3,client_actif,1,app_mobile,IDF,2924.0
CLI01162,39,7,prospect,4,app_mobile,IDF,3373.0
CLI01163,38,8,client_actif,4,web,IDF,3070.0
CLI01164,23,4,client_inactif,3,web,OCC,2748.0
CLI01165,18,15,prospect,1,telephone,NAQ,3765.0
CLI01166,22,12,client_actif,1,telephone,BFC,2085.0
CLI01167,58,6,client_inactif,2,web,PACA,1450.0
CLI01168,29,19,prospect,3,web,PACA,3089.0
CLI01169,43,16,client_inactif,5,email,NAQ,2764.0
CLI01170,63,2,client_actif,1,web,OCC,2650.0
CLI01171,51,4,client_actif,1,agence,OCC,1612.0
CLI01172,66,18,prospect,3,email,NAQ,2979.0
CLI01173,31,11,client_inactif,3,email,NAQ,4416.0
CLI01174,43,6,client_actif,3,app_mobile,ARA,1602.0
CLI01175,62,8,client_actif,3,web,OCC,2659.0
CLI01176,44,5,client_actif,5,web,IDF,2868.0
CLI01177,26,16,client_inactif,2,telephone,PACA,2400.0
CLI01178,43,15,résilié,4,telephone,OCC,2948.0
CLI01179,74,22,client_actif,5,agence,NAQ,2398.0
CLI01180,64,2,client_actif,3,agence,IDF,2938.0
CLI01181,74,20,résilié,1,agence,ARA,2571.0
CLI01182,39,3,client_actif,1,agence,BFC,2316.0
CLI01183,64,9,client_actif,2,telephone,ARA,2731.0
CLI01184,73,4,prospect,2,agence,IDF,3233.0
CLI01185,47,20,client_inactif,4,app_mobile,IDF,1398.0
CLI01186,60,21,client_actif,1,web,NAQ,3425.0
CLI01187,65,9,client_actif,1,agence,BFC,2147.0
CLI01188,78,11,client_actif,3,app_mobile,NAQ,3357.0
CLI01189,34,9,client_actif,1,web,PACA,2197.0
CLI01190,43,12,client_actif,1,telephone,BFC,3442.0
CLI01191,53,10,prospect,2,agence,BFC,2756.0
CLI01192,18,21,client_actif,2,telephone,PACA,1964.0
CLI01193,25,15,client_actif,1,web,ARA,2405.0
CLI01194,66,7,client_actif,4,agence,IDF,3874.0
CLI01195,52,7,client_inactif,2,web,ARA,2847.0
CLI01196,78,24,client_inactif,4,telephone,NAQ,2388.0
CLI01197,69,7,client_inactif,2,web,OCC,3826.0
CLI01198,32,12,prospect,1,agence,NAQ,3570.0
CLI01199,64,1,client_actif,1,agence,OCC,2044.0
CLI01200,73,11,client_actif,1,app_mobile,IDF,2616.0
CLI01201,39,9,résilié,2,email,IDF,1214.0
CLI01202,31,11,client_inactif,1,telephone,BFC,3585.0
CLI01203,43,10,client_inactif,2,web,IDF,2804.0
CLI01204,45,14,client_actif,2,web,PACA,3403.0
CLI01205,40,15,client_actif,1,web,PACA,1200.0
CLI01206,31,16,client_actif,1,web,OCC,2547.0
CLI01207,41,1,client_actif,3,telephone,ARA,2951.0
CLI01208,19,17,prospect,4,email,BFC,1200.0
CLI01209,62,11,résilié,1,web,ARA,3391.0
CLI01210,43,18,client_actif,1,app_mobile,OCC,2509.0
CLI01211,31,22,client_actif,5,app_mobile,PACA,1221.0
CLI01212,76,17,prospect,1,web,NAQ,2337.0
CLI01213,73,16,résilié,5,app_mobile,BFC,3211.0
CLI01214,68,5,client_actif,1,web,OCC,1978.0
CLI01215,24,24,client_actif,4,app_mobile,ARA,2759.0
CLI01216,20,14,résilié,1,agence,OCC,2410.0
CLI01217,64,2,client_actif,4,agence,OCC,1200.0
CLI01218,40,5,client_actif,1,web,IDF,3361.0
CLI01219,63,2,prospect,3,telephone,PACA,3527.0
CLI01220,60,0,client_actif,1,agence,BFC,3834.0
CLI01221,64,12,client_inactif,1,telephone,IDF,2808.0
CLI01222,77,20,client_inactif,3,app_mobile,PACA,3236.0
CLI01223,62,13,client_actif,2,telephone,OCC,1347.0
CLI01224,35,12,client_actif,4,telephone,PACA,3016.0
CLI01225,75,3,client_actif,2,app_mobile,ARA,2514.0
CLI01226,55,6,prospect,4,app_mobile,BFC,2731.0
CLI01227,52,21,client_actif,2,telephone,IDF,1794.0
CLI01228,68,9,client_actif,5,agence,BFC,3810.0
CLI01229,32,6,client_actif,5,telephone,OCC,1314.0
CLI01230,42,20,client_inactif,1,agence,ARA,3045.0
CLI01231,72,14,client_actif,4,agence,PACA,1974.0
CLI01232,54,14,client_actif,3,web,PACA,4707.0
CLI01233,45,3,client_actif,1,web,ARA,3426.0
CLI01234,27,22,client_inactif,2,email,PACA,2774.0
CLI01235,56,22,client_actif,1,web,IDF,1875.0
CLI01236,74,5,prospect,3,web,NAQ,3601.0
CLI01237,34,23,client_actif,1,agence,PACA,1200.0
CLI01238,56,19,client_inactif,1,agence,OCC,3146.0
CLI01239,39,4,client_actif,2,web,PACA,3259.0
CLI01240,43,19,client_inactif,2,web,BFC,3207.0
CLI01241,79,11,résilié,4,app_mobile,OCC,3554.0
CLI01242,61,0,client_inactif,5,web,PACA,2292.0
CLI01243,42,7,client_actif,2,agence,PACA,3294.0
CLI01244,34,0,client_actif,1,web,OCC,2197.0
CLI01245,30,4,prospect,3,telephone,IDF,2053.0
CLI01246,37,21,résilié,2,telephone,NAQ,1871.0
CLI01247,42,5,client_actif,2,agence,NAQ,2573.0
CLI01248,21,20,client_actif,1,web,IDF,3800.0
CLI01249,27,2,client_actif,2,app_mobile,PACA,4344.0
CLI01250,20,14,client_actif,1,app_mobile,NAQ,2557.0
CLI01251,58,4,client_actif,3,web,IDF,2220.0
CLI01252,62,23,client_actif,2,telephone,IDF,3996.0
CLI01253,35,13,client_actif,4,app_mobile,NAQ,3190.0
CLI01254,64,17,client_inactif,2,telephone,OCC,2826.0
CLI01255,53,15,client_actif,1,web,ARA,1805.0
CLI01256,64,5,client_actif,4,web,OCC,4089.0
CLI01257,39,24,client_actif,2,email,PACA,2884.0
CLI01258,51,23,client_actif,1,app_mobile,OCC,2800.0
CLI01259,64,13,client_inactif,2,app_mobile,BFC,3288.0
CLI01260,25,23,client_actif,2,app_mobile,ARA,2820.0
CLI01261,57,7,client_actif,3,web,ARA,4127.0
CLI01262,66,6,client_actif,2,agence,IDF,3711.0
CLI01263,61,7,résilié,3,web,BFC,2295.0
CLI01264,36,12,client_actif,1,app_mobile,PACA,2878.0
CLI01265,59,5,client_inactif,2,app_mobile,IDF,2273.0
CLI01266,58,17,prospect,5,telephone,OCC,4500.0
CLI01267,54,1,client_actif,3,app_mobile,OCC,2149.0
CLI01268,23,7,client_actif,1,web,NAQ,2693.0
CLI01269,69,10,client_inactif,1,app_mobile,IDF,3128.0
CLI01270,43,0,client_actif,1,web,BFC,3255.0
CLI01271,51,21,résilié,3,web,IDF,3407.0
CLI01272,76,5,client_actif,3,web,IDF,3521.0
CLI01273,73,15,client_actif,3,app_mobile,IDF,3424.0
CLI01274,76,19,prospect,2,web,ARA,2410.0
CLI01275,62,11,client_inactif,3,app_mobile,NAQ,2308.0
CLI01276,23,10,client_actif,2,telephone,PACA,2834.0
CLI01277,54,9,client_inactif,1,agence,PACA,2303.0
CLI01278,74,2,résilié,2,web,PACA,2208.0
CLI01279,50,12,résilié,5,web,ARA,2420.0
CLI01280,70,2,client_actif,3,agence,NAQ,4692.0
CLI01281,39,14,client_actif,2,telephone,BFC,4189.0
CLI01282,38,15,client_inactif,2,web,NAQ,2585.0
CLI01283,23,12,prospect,4,telephone,ARA,1200.0
CLI01284,23,16,client_actif,2,app_mobile,BFC,2269.0
CLI01285,72,2,prospect,1,app_mobile,IDF,3592.0
CLI01286,65,19,client_actif,5,email,OCC,1391.0
CLI01287,21,10,client_actif,4,agence,IDF,3343.0
CLI01288,47,20,client_actif,1,telephone,PACA,3286.0
CLI01289,28,18,client_actif,2,app_mobile,IDF,2816.0
CLI01290,79,21,client_actif,2,app_mobile,ARA,2766.0
CLI01291,79,10,client_actif,1,agence,PACA,1986.0
CLI01292,47,15,prospect,5,web,OCC,3427.0
CLI01293,48,20,client_actif,2,app_mobile,BFC,3079.0
CLI01294,41,2,client_actif,4,web,BFC,2367.0
CLI01295,72,21,client_actif,1,web,PACA,2093.0
CLI01296,26,5,client_actif,2,app_mobile,IDF,1726.0
CLI01297,72,13,client_actif,1,agence,NAQ,3134.0
CLI01298,20,23,client_inactif,3,telephone,NAQ,2618.0
CLI01299,68,17,client_actif,2,app_mobile,BFC,2629.0
CLI01300,48,16,client_inactif,2,agence,NAQ,1395.0
CLI01301,57,3,client_actif,1,web,PACA,1814.0
CLI01302,54,22,client_actif,1,telephone,NAQ,1716.0
CLI01303,53,14,client_actif,1,app_mobile,ARA,3492.0
CLI01304,41,10,prospect,1,agence,BFC,2955.0
CLI01305,48,2,client_actif,2,agence,OCC,2545.0
CLI01306,23,2,client_actif,2,web,NAQ,3795.0
CLI01307,19,15,client_actif,2,app_mobile,ARA,3668.0
CLI01308,37,4,prospect,2,email,ARA,3795.0
CLI01309,45,20,prospect,1,web,PACA,2582.0
CLI01310,28,9,résilié,1,agence,BFC,1527.0
CLI01311,21,18,client_actif,1,email,PACA,4336.0
CLI01312,32,24,prospect,3,web,OCC,3272.0
CLI01313,23,3,client_actif,2,telephone,OCC,3290.0
CLI01314,71,18,client_actif,1,telephone,IDF,3408.0
CLI01315,66,10,client_inactif,1,agence,OCC,5287.0
CLI01316,47,1,prospect,4,web,BFC,2710.0
CLI01317,73,9,client_actif,3,web,BFC,4093.0
CLI01318,55,10,client_inactif,3,web,PACA,2033.0
CLI01319,68,24,prospect,2,telephone,ARA,3534.0
CLI01320,79,19,client_actif,1,telephone,IDF,4405.0
CLI01321,74,15,résilié,5,agence,OCC,2758.0
CLI01322,19,18,client_actif,3,app_mobile,ARA,1200.0
CLI01323,32,22,client_actif,1,web,PACA,3310.0
CLI01324,28,23,prospect,3,agence,NAQ,2605.0
CLI01325,25,10,prospect,3,agence,IDF,3560.0
CLI01326,43,13,client_actif,1,telephone,BFC,2380.0
CLI01327,68,1,client_inactif,2,agence,ARA,4949.0
CLI01328,62,22,client_actif,1,telephone,PACA,2896.0
CLI01329,61,4,client_inactif,1,agence,PACA,3512.0
CLI01330,22,4,résilié,3,agence,IDF,1900.0
CLI01331,23,18,client_actif,1,app_mobile,IDF,1742.0
CLI01332,43,20,client_actif,3,telephone,OCC,1633.0
CLI01333,71,11,client_actif,5,agence,OCC,1639.0
CLI01334,21,17,résilié,1,app_mobile,BFC,3411.0
CLI01335,36,3,client_inactif,2,web,BFC,2257.0
CLI01336,37,21,prospect,3,web,IDF,1657.0
CLI01337,50,16,client_actif,3,app_mobile,IDF,2173.0
CLI01338,37,9,client_actif,3,web,ARA,3433.0
CLI01339,66,19,résilié,1,web,OCC,3411.0
CLI01340,29,5,prospect,2,app_mobile,PACA,3697.0
CLI01341,64,24,client_actif,2,web,OCC,2547.0
CLI01342,18,13,client_inactif,5,telephone,OCC,4597.0
CLI01343,43,10,client_actif,1,app_mobile,IDF,3774.0
CLI01344,31,10,client_actif,4,app_mobile,IDF,1743.0
CLI01345,55,17,prospect,1,web,OCC,3531.0
CLI01346,54,22,client_actif,5,web,NAQ,2817.0
CLI01347,79,21,client_actif,3,app_mobile,NAQ,2651.0
CLI01348,28,17,résilié,2,telephone,BFC,2809.0
CLI01349,53,23,client_actif,2,agence,OCC,2201.0
CLI01350,30,22,client_actif,1,web,NAQ,3708.0
CLI01351,60,10,client_actif,1,agence,BFC,2280.0
CLI01352,20,20,client_actif,1,web,BFC,2296.0
CLI01353,50,11,client_actif,1,email,OCC,3484.0
CLI01354,23,4,client_inactif,1,email,BFC,4753.0
CLI01355,67,22,client_inactif,3,app_mobile,IDF,2353.0
CLI01356,73,8,client_actif,2,agence,IDF,1678.0
CLI01357,27,24,client_actif,1,telephone,IDF,3826.0
CLI01358,22,8,prospect,4,agence,PACA,2976.0
CLI01359,40,21,résilié,2,agence,IDF,3252.0
CLI01360,27,9,prospect,5,email,IDF,2831.0
CLI01361,61,21,client_inactif,3,app_mobile,OCC,3334.0
CLI01362,19,18,client_actif,1,agence,NAQ,3127.0
CLI01363,30,0,résilié,2,telephone,NAQ,2329.0
CLI01364,57,6,client_inactif,2,agence,IDF,3433.0
CLI01365,19,3,client_inactif,1,agence,IDF,3250.0
CLI01366,37,0,client_actif,1,web,IDF,2466.0
CLI01367,18,14,client_actif,1,app_mobile,BFC,2644.0
CLI01368,54,7,client_actif,1,web,OCC,2093.0
CLI01369,26,11,client_inactif,2,app_mobile,OCC,3216.0
CLI01370,34,21,prospect,2,app_mobile,OCC,3226.0
CLI01371,26,21,résilié,1,email,NAQ,2765.0
CLI01372,28,17,client_inactif,3,agence,PACA,1775.0
CLI01373,32,14,client_actif,2,agence,NAQ,1200.0
CLI01374,41,16,client_inactif,1,web,OCC,2592.0
CLI01375,55,13,client_actif,1,telephone,ARA,3013.0
CLI01376,72,13,client_actif,1,agence,PACA,3380.0
CLI01377,52,17,client_actif,2,agence,IDF,3820.0
CLI01378,47,19,client_actif,1,web,BFC,2479.0
CLI01379,48,17,client_inactif,2,app_mobile,NAQ,1376.0
CLI01380,66,15,client_actif,2,agence,BFC,2338.0
CLI01381,22,0,client_actif,2,app_mobile,PACA,4765.0
CLI01382,79,22,client_actif,1,telephone,ARA,4280.0
CLI01383,77,10,client_inactif,1,telephone,PACA,3185.0
CLI01384,61,14,prospect,2,email,NAQ,2412.0
CLI01385,67,11,client_inactif,4,agence,OCC,2718.0
CLI01386,31,7,client_actif,3,email,IDF,4343.0
CLI01387,70,21,client_actif,2,telephone,OCC,2989.0
CLI01388,73,19,client_actif,2,web,OCC,2458.0
CLI01389,28,5,client_actif,2,app_mobile,NAQ,3994.0
CLI01390,26,2,client_inactif,4,web,OCC,1200.0
CLI01391,51,23,client_actif,1,web,OCC,1896.0
CLI01392,29,12,client_inactif,5,web,NAQ,2076.0
CLI01393,52,12,prospect,3,web,NAQ,3701.0
CLI01394,52,1,client_actif,3,agence,ARA,2295.0
CLI01395,18,4,résilié,1,app_mobile,OCC,1204.0
CLI01396,57,16,client_inactif,2,web,PACA,2177.0
CLI01397,39,5,client_actif,2,agence,IDF,2376.0
CLI01398,77,1,client_actif,1,telephone,BFC,2739.0
CLI01399,46,3,client_actif,1,email,IDF,2915.0
CLI01400,25,21,client_actif,4,agence,NAQ,3671.0
CLI01401,28,10,client_inactif,2,app_mobile,BFC,2519.0
CLI01402,58,7,client_inactif,2,web,NAQ,2276.0
CLI01403,54,11,client_actif,1,web,ARA,2842.0
CLI01404,31,7,résilié,3,web,OCC,3018.0
CLI01405,77,10,client_actif,3,app_mobile,NAQ,2259.0
CLI01406,47,21,client_actif,2,email,NAQ,1267.0
CLI01407,52,19,client_actif,2,web,IDF,2359.0
CLI01408,38,7,client_actif,2,web,OCC,3527.0
CLI01409,54,7,client_actif,2,web,ARA,2729.0
CLI01410,22,16,client_actif,1,agence,NAQ,3919.0
CLI01411,36,19,client_actif,4,app_mobile,NAQ,3252.0
CLI01412,76,19,client_actif,2,app_mobile,NAQ,2325.0
CLI01413,31,22,client_inactif,1,web,IDF,4122.0
CLI01414,43,15,client_actif,2,app_mobile,NAQ,2018.0
CLI01415,79,13,prospect,3,web,NAQ,1292.0
CLI01416,21,10,client_inactif,1,app_mobile,IDF,3110.0
CLI01417,42,6,résilié,1,web,NAQ,2095.0
CLI01418,62,15,résilié,3,agence,OCC,2749.0
CLI01419,59,12,client_actif,1,app_mobile,OCC,1835.0
CLI01420,42,14,prospect,3,agence,IDF,2804.0
CLI01421,35,23,client_actif,1,app_mobile,OCC,3236.0
CLI01422,57,15,prospect,3,app_mobile,BFC,3369.0
CLI01423,25,20,résilié,1,web,BFC,1776.0
CLI01424,56,22,client_actif,1,app_mobile,BFC,1581.0
CLI01425,57,23,client_actif,4,app_mobile,ARA,3158.0
CLI01426,31,8,client_actif,2,app_mobile,NAQ,2458.0
CLI01427,49,2,client_actif,2,agence,ARA,2299.0
CLI01428,68,18,client_inactif,1,telephone,OCC,2694.0
CLI01429,78,19,client_actif,2,agence,IDF,2647.0
CLI01430,55,4,client_actif,2,web,BFC,3137.0
CLI01431,50,9,client_actif,5,agence,IDF,3239.0
CLI01432,40,16,client_actif,5,web,ARA,3686.0
CLI01433,32,14,prospect,2,agence,OCC,2568.0
CLI01434,50,22,client_actif,2,app_mobile,NAQ,3696.0
CLI01435,42,24,client_actif,2,web,OCC,3329.0
CLI01436,34,7,client_inactif,3,telephone,BFC,3586.0
CLI01437,50,14,résilié,1,agence,OCC,1804.0
CLI01438,64,20,résilié,1,app_mobile,IDF,2707.0
CLI01439,72,13,résilié,1,web,PACA,4506.0
CLI01440,19,19,client_actif,1,app_mobile,BFC,1566.0
CLI01441,31,6,prospect,1,telephone,NAQ,4412.0
CLI01442,70,20,client_actif,2,app_mobile,BFC,4373.0
CLI01443,57,22,client_inactif,3,email,BFC,3459.0
CLI01444,57,11,résilié,2,web,NAQ,1588.0
CLI01445,68,16,client_inactif,1,app_mobile,BFC,2605.0
CLI01446,56,16,prospect,1,agence,IDF,3513.0
CLI01447,68,9,résilié,2,app_mobile,OCC,1607.0
CLI01448,23,18,client_actif,1,web,IDF,3409.0
CLI01449,23,13,prospect,2,app_mobile,OCC,2897.0
CLI01450,20,10,client_actif,5,agence,PACA,2288.0
CLI01451,24,1,prospect,1,agence,BFC,1793.0
CLI01452,68,17,client_actif,1,agence,PACA,4113.0
CLI01453,25,6,client_actif,2,agence,ARA,3499.0
CLI01454,59,11,client_actif,5,agence,OCC,2652.0
CLI01455,69,1,client_actif,3,web,IDF,2831.0
CLI01456,32,19,client_inactif,4,app_mobile,IDF,2559.0
CLI01457,64,17,client_actif,1,agence,BFC,1200.0
CLI01458,46,5,client_actif,5,email,IDF,3960.0
CLI01459,50,23,client_inactif,1,web,ARA,2997.0
CLI01460,69,9,résilié,1,app_mobile,NAQ,3659.0
CLI01461,47,19,prospect,4,web,IDF,2391.0
CLI01462,56,14,client_actif,4,web,BFC,2883.0
CLI01463,44,4,client_actif,1,app_mobile,PACA,3088.0
CLI01464,53,19,prospect,1,agence,IDF,3728.0
CLI01465,46,2,client_actif,1,web,IDF,4414.0
CLI01466,55,4,client_inactif,1,agence,IDF,2486.0
CLI01467,74,24,client_actif,1,telephone,BFC,2487.0
CLI01468,50,7,client_inactif,5,email,NAQ,2579.0
CLI01469,78,7,client_inactif,3,web,IDF,2263.0
CLI01470,54,7,résilié,3,app_mobile,NAQ,5182.0
CLI01471,44,11,client_actif,3,app_mobile,NAQ,1287.0
CLI01472,72,23,résilié,2,web,ARA,5218.0
CLI01473,50,22,client_actif,3,app_mobile,PACA,3375.0
CLI01474,79,7,client_actif,2,agence,IDF,2726.0
CLI01475,21,10,prospect,1,web,IDF,2046.0
CLI01476,39,13,prospect,2,email,IDF,2764.0
CLI01477,19,7,client_inactif,2,telephone,NAQ,2293.0
CLI01478,27,23,client_actif,3,agence,OCC,4042.0
CLI01479,22,9,client_actif,5,agence,PACA,3368.0
CLI01480,76,6,client_actif,2,app_mobile,BFC,4304.0
CLI01481,27,16,client_actif,3,agence,IDF,2539.0
CLI01482,50,3,prospect,1,app_mobile,OCC,2927.0
CLI01483,71,12,client_inactif,3,telephone,OCC,2712.0
CLI01484,55,3,prospect,2,web,OCC,2464.0
CLI01485,30,4,client_actif,1,web,PACA,1874.0
CLI01486,48,21,client_actif,2,app_mobile,OCC,3447.0
CLI01487,64,3,client_actif,2,web,BFC,3107.0
CLI01488,53,17,client_actif,1,app_mobile,IDF,2757.0
CLI01489,62,5,client_actif,4,app_mobile,BFC,3253.0
CLI01490,41,23,résilié,1,telephone,IDF,2429.0
CLI01491,69,23,client_actif,4,app_mobile,ARA,2814.0
CLI01492,73,22,prospect,3,app_mobile,NAQ,3576.0
CLI01493,32,21,client_actif,1,web,OCC,3699.0
CLI01494,46,1,client_inactif,2,app_mobile,BFC,4175.0
CLI01495,25,22,client_actif,3,app_mobile,NAQ,1801.0
CLI01496,22,10,prospect,2,agence,NAQ,1934.0
CLI01497,46,13,client_inactif,3,web,NAQ,1763.0
CLI01498,64,4,client_actif,2,web,NAQ,2217.0
CLI01499,21,5,client_actif,2,app_mobile,NAQ,2498.0
CLI01500,29,9,prospect,5,app_mobile,IDF,3193.0
CLI01501,62,7,prospect,1,app_mobile,PACA,3848.0
CLI01502,19,13,client_actif,2,agence,OCC,2446.0
CLI01503,44,23,client_actif,1,web,OCC,3317.0
CLI01504,48,2,client_actif,3,app_mobile,IDF,3950.0
CLI01505,68,11,client_actif,3,agence,BFC,2390.0
CLI01506,68,15,client_actif,1,web,IDF,2547.0
CLI01507,53,22,résilié,1,agence,NAQ,2860.0
CLI01508,53,16,client_inactif,1,app_mobile,PACA,1292.0
CLI01509,43,0,client_inactif,2,app_mobile,OCC,3260.0
CLI01510,60,22,prospect,2,telephone,BFC,1716.0
CLI01511,44,9,prospect,5,web,ARA,3511.0
CLI01512,22,24,client_actif,2,telephone,IDF,2412.0
CLI01513,37,22,client_actif,1,app_mobile,ARA,2341.0
CLI01514,28,9,résilié,4,agence,OCC,1919.0
CLI01515,79,20,client_actif,2,telephone,IDF,3287.0
CLI01516,27,23,client_actif,2,telephone,OCC,3281.0
CLI01517,57,1,client_actif,1,agence,IDF,2390.0
CLI01518,55,8,client_actif,2,agence,BFC,4418.0
CLI01519,23,21,prospect,4,app_mobile,OCC,2831.0
CLI01520,25,12,client_actif,2,app_mobile,ARA,2787.0
CLI01521,40,24,client_actif,1,web,PACA,2853.0
CLI01522,64,15,client_inactif,2,web,BFC,2188.0
CLI01523,43,17,prospect,4,telephone,BFC,1906.0
CLI01524,63,18,résilié,1,web,IDF,2464.0
CLI01525,60,11,client_inactif,2,web,ARA,3371.0
CLI01526,29,7,client_actif,5,agence,OCC,1200.0
CLI01527,43,16,client_inactif,1,web,ARA,1450.0
CLI01528,30,14,prospect,3,web,BFC,2253.0
CLI01529,57,9,résilié,2,app_mobile,IDF,1200.0
CLI01530,79,14,client_actif,3,app_mobile,ARA,1525.0
CLI01531,35,14,client_actif,2,agence,OCC,3529.0
CLI01532,42,22,client_actif,1,app_mobile,NAQ,2406.0
CLI01533,50,6,prospect,3,app_mobile,BFC,2039.0
CLI01534,64,12,résilié,1,agence,PACA,2926.0
CLI01535,57,16,prospect,2,app_mobile,PACA,2903.0
CLI01536,77,8,client_actif,1,agence,BFC,3848.0
